series,name,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Military expenditure (% of GDP),Madagascar,MDG,0.238335633,1.213278457,1.241676555,1.179534645,1.17822177,1.284944488,1.259938816,1.266416152,1.264377658,1.231979615,1.091413259,1.063408958,1.202247884,1.230837504,1.349795459,1.322337595,1.514335566,1.86354993,1.954539842,2.364365819,2.236486123,2.405728617,..,..,1.873120702,1.779972542,1.551925646,1.428982579,1.347156493,1.210840694,1.231488905,1.308150411,0.763859271,1.122296384,0.9264548,0.859857716,1.237610347,1.48190046,1.349306708,1.211471068,1.217510105,1.435843753,1.31316813,1.324748906,1.24822621,1.071941549,0.977431205,1.115864656,1.097115257,0.830202949,0.652042489,0.727707094,0.691911721,0.677983716,0.652799414,0.604796547,0.592901625,..
Military expenditure (% of GDP),Malawi,MWI,..,..,..,..,..,0.771812081,0.709677419,0.790685773,0.767254038,0.737020316,0.707352334,0.641469038,0.664362519,1.06043956,0.96695558,1.526807627,1.373366013,1.689903846,2.694517297,4.065934066,4.293105164,3.111181301,2.286046885,1.816284051,1.559535057,1.751118309,2.090426256,1.829436302,1.461492757,1.432591984,1.292660651,1.075730087,1.402486065,1.242513616,1.443625453,0.790558145,0.883467842,0.991556802,0.826816547,0.811014322,0.672638801,0.738822811,0.423823619,0.40879232,0.63186794,1.045261606,0.777651498,0.757951968,0.835636994,0.949704588,0.718201024,0.659728504,0.821665968,1.242963848,0.891434486,0.695120366,0.60560889,..
Military expenditure (% of GDP),Malaysia,MYS,2.676440505,2.232909653,2.187040966,2.420614263,3.163551973,4.011049724,4.728255222,4.497029297,4.453163315,3.922267784,5.16527179,5.372443072,4.978902954,3.872242696,4.182343162,4.724162637,3.980772654,4.85466914,3.7111334,3.670515251,4.230134314,5.785152657,5.365900414,4.423371756,3.752357008,3.451658707,3.223733832,4.147499538,2.426112374,2.623701691,2.555403465,3.199307298,2.986441555,2.875262061,2.847129848,2.751357474,2.400573836,2.085558651,1.60532968,2.101467586,1.634675548,2.084922812,2.219137188,2.614806731,2.263057195,2.173929041,2.007597401,2.05143235,1.911427785,1.960281331,1.511381316,1.574912831,1.433407602,1.520595633,1.455113368,1.528863122,1.406366859,..
Military expenditure (% of GDP),Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Mali,MLI,..,..,..,..,..,..,..,1.844422249,1.527510404,1.66922796,1.709535851,1.470236873,1.712314827,1.946847713,2.159177668,2.302956759,2.316991133,2.481351039,2.53705918,2.26883654,2.17866816,2.056495209,2.213197153,2.062546569,2.060371095,2.142415909,2.026768501,2.116786961,2.213468511,2.112010412,1.944698679,..,..,1.578884568,1.436171331,1.495290733,1.427233931,1.492804622,1.404632311,1.274983563,1.478649744,1.295172228,1.268850431,1.419333113,1.421998844,1.384312041,1.39141541,1.355034028,1.465714868,1.418664255,1.374566808,1.24103333,1.196405745,1.161323514,1.515936364,2.360073072,2.628003371,..
Military expenditure (% of GDP),Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.158426891,1.15203839,1.321835141,1.108384892,1.005780125,0.8303701,0.790667792,0.883305224,0.909421269,0.92948235,0.905408271,0.932646117,0.840432238,0.741163216,0.678078798,0.588796105,0.626059765,0.605632019,0.625419734,0.668495233,0.822339122,0.655101094,0.621207121,0.624145414,0.693154791,0.671914539,0.588014942,0.542406453,0.530128189,0.503817878,0.503586261,0.52322511,..
Military expenditure (% of GDP),Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.009797964,5.288453549,4.805403547,4.489750588,3.961136907,3.940916682,2.731939292,2.689073176,2.412569111,2.240856718,2.260151893,2.626337998,2.96726238,1.862438988,2.273637484,2.928005446,4.002384422,2.73938351,3.995275716,3.838120112,3.051555776,2.693647217,..,3.059333958,3.13532417,..,..,2.720186635,2.557094266,2.695889764,2.750745223,2.903682123,..
Military expenditure (% of GDP),Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.186292189,0.172007984,0.171857101,0.203985956,0.487202356,0.464792368,0.261162945,0.268011396,0.251034503,0.218722468,0.197141323,0.193226703,0.218723408,0.288802926,0.346095335,0.367422525,0.354424633,0.330254628,0.333147828,0.332827181,0.293389476,0.234080868,0.202815823,0.210683864,0.204255975,0.197886912,0.199316796,0.193997409,0.171244345,0.173241389,0.153856508,0.142725039,0.155952071,0.167777184,0.14868959,0.152035252,0.142794401,0.191274366,0.154210303,0.180168971,0.187894709,..
Military expenditure (% of GDP),Mexico,MEX,0.643374074,0.610430218,0.651728763,0.661300059,0.597903273,0.546044767,0.535804565,0.503080691,0.506749301,0.553577847,0.49744368,0.487744153,0.536542911,0.54422454,0.565739861,0.573610395,0.598117404,0.534266981,0.504834885,0.505294278,0.416088114,0.514114986,0.493985623,0.522962354,0.658272538,0.673121586,0.631380805,0.579893365,0.53614507,0.517255854,0.505212146,0.508666922,0.550058776,0.461804012,0.547834285,0.498245662,0.519365181,0.498203552,0.494203946,0.501871313,0.486084986,0.488508913,0.469213134,0.454985872,0.406223688,0.418022841,0.422933908,0.45807063,0.448540527,0.542546695,0.561034916,0.5525493,0.588133033,0.621056023,0.667203582,0.671678249,0.575249477,..
Military expenditure (% of GDP),"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Middle East & North Africa,MEA,4.575099381,4.750630591,5.154871959,4.538320621,4.958724165,5.714409251,5.78470283,6.925875379,8.304562002,9.368716262,9.516313144,8.280588182,7.573108885,8.252368146,9.939055303,..,..,11.30251937,11.36835359,9.264559028,8.460672819,10.16408314,11.45819805,10.15499202,10.2729238,9.43460077,6.520250247,8.468277032,8.404678971,7.33638035,..,12.34415754,9.15573789,7.738049692,7.176787422,6.397551912,5.861754256,6.096350849,6.674752787,5.842827245,5.769618241,6.087959837,5.780759451,5.480468262,5.090135145,4.724635082,4.535738924,4.43079348,4.153661186,5.062670141,4.764033592,4.550985332,4.759997344,5.285627796,5.69999671,6.683037071,5.701253882,..
Military expenditure (% of GDP),Middle East & North Africa (excluding high income),MNA,3.978546863,4.008165286,4.423038131,3.532002699,4.2157287,5.203182462,5.095800806,5.423778877,6.8467548,7.708802314,7.932018372,6.946676676,5.779582598,5.320520189,8.387065948,9.883050374,9.398715371,8.78005065,8.500064359,5.683210174,5.368362302,7.304034614,6.90596785,6.390641241,6.088235319,6.072091805,5.545457498,4.921021919,4.653535008,3.76790726,..,3.739985676,3.816581737,3.214466229,3.393910034,3.186122829,3.102057645,3.287036746,3.413398675,3.093337367,2.964196893,3.249928836,3.219048281,3.205813654,3.036847366,2.960375595,2.900623063,2.715248047,2.665276272,3.086243769,2.881449313,2.765181522,2.783239355,2.907170365,2.995839904,3.41459451,3.200220525,..
Military expenditure (% of GDP),Middle East & North Africa (IDA & IBRD countries),TMN,3.978546863,4.008165286,4.423038131,3.532002699,4.2157287,5.203182462,5.095800806,5.423778877,6.8467548,7.708802314,7.932018372,6.946676676,5.779582598,5.320520189,8.387065948,9.883050374,9.398715371,8.78005065,8.500064359,5.683210174,5.368362302,7.304034614,6.90596785,6.390641241,6.088235319,6.072091805,5.545457498,4.921021919,4.653535008,3.76790726,..,3.739985676,3.816581737,3.214466229,3.393910034,3.186122829,3.102057645,3.287036746,3.413398675,3.093337367,2.964196893,3.249928836,3.219048281,3.205813654,3.036847366,2.960375595,2.900623063,2.715248047,2.665276272,3.086243769,2.881449313,2.765181522,2.783239355,2.907170365,2.995839904,3.41459451,3.200220525,..
Military expenditure (% of GDP),Middle income,MIC,..,2.109525761,2.24611735,2.56808067,2.520818262,2.836703172,2.701094405,2.79751118,2.937052963,3.082446292,3.131445468,3.119524165,2.99088894,2.697868841,3.095968169,3.768665378,3.838933518,3.756447577,3.543223555,3.007522118,2.79990231,3.005293908,3.086960359,3.192158076,3.067065139,3.155547034,3.182720444,3.127218468,2.991771579,2.831934228,2.629100261,2.344332572,2.550398924,2.347023523,2.296918468,2.240342602,2.149932025,2.132351728,1.99366515,2.055219826,1.979565152,2.075038453,2.136505577,2.094858124,2.036949098,2.009415794,1.973762638,1.937989514,1.956985603,2.150380742,1.969020928,1.87780712,1.923555784,1.957556834,1.97296059,2.01720288,2.007636032,..
Military expenditure (% of GDP),Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.925968809,0.906689226,0.902777087,0.647425631,0.51129823,0.395142062,0.40259686,0.419846587,0.416381264,0.360979037,0.400235112,0.482634466,0.516193551,0.608535598,0.457886649,0.31550185,0.327388277,0.327674672,0.33449408,0.34529228,0.353940422,0.440004164,..
Military expenditure (% of GDP),Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.750987162,9.361947203,7.921050129,4.62358103,3.929086345,2.109378945,1.821436789,1.770725674,1.465487119,1.605698464,1.582869023,1.771622178,1.704345638,2.134368901,1.823722843,1.810319902,1.525308817,1.393003546,1.180835545,1.147891424,1.335580234,1.187036485,0.821010152,0.762997238,0.837270237,0.924305621,0.822311488,0.85962808,0.865609772,0.913570926,..
Military expenditure (% of GDP),Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.694223783,2.312705735,1.749695109,1.872181256,1.843757578,1.814347747,1.748969303,1.656463855,1.452260994,1.472271497,1.37049762,1.536463279,..
Military expenditure (% of GDP),Morocco,MAR,2.041904894,2.383181687,2.262913457,2.818472501,2.501236071,2.142761394,2.361912613,2.30928905,2.778616732,2.326965745,2.247639978,2.554429344,2.762904262,2.976283352,3.151460942,4.600258164,6.022759467,6.619641888,5.836385394,5.633189884,5.145113225,5.484439199,5.423186267,3.865222958,3.456769726,4.618935103,3.743409056,3.746286483,3.568427009,3.764320516,3.544472616,3.557148235,3.644226861,3.954284536,3.834405484,3.684162421,3.352818959,3.578653419,3.456334361,2.900457034,2.210962207,3.726135882,3.491787993,3.494207541,3.249467575,3.257996782,3.109796549,3.046963075,3.183501428,3.288651846,3.390796101,3.297495235,3.462750079,3.805782901,3.677856352,3.229921226,3.211415198,..
Military expenditure (% of GDP),Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.617028893,2.811157492,2.848979897,3.592496801,4.051702518,3.324509531,3.254922717,3.55085667,3.050202602,3.416834622,3.367648356,2.199977295,2.550889133,2.430728106,2.903563695,1.301243435,1.022684563,0.993894223,1.010924802,1.065834029,1.103594135,1.06188321,1.063489435,1.067847319,1.136311139,0.805919092,0.69103216,0.732649218,0.728235253,0.772591102,0.976832819,0.905259783,0.911222375,0.985664541,1.024414123,0.993495441,1.031205277,..
Military expenditure (% of GDP),Myanmar,MMR,6.96372971,6.534696675,6.611430917,6.390968788,6.883950779,6.698256387,6.684972493,5.927777588,5.331869279,5.495209944,5.698586911,5.832614624,5.939008706,6.406050222,4.02087959,3.774971216,3.79370689,4.039773125,3.921383586,3.557580611,3.422129697,3.456739739,3.21826061,3.070369199,2.923671117,2.978263689,2.879142063,1.972400903,2.140852008,2.95910665,3.39588157,3.170997803,3.354521969,3.523111495,3.541120379,3.684832379,3.493427864,2.665387237,2.314235024,1.994537328,2.305362979,1.800056374,1.298878965,1.924357078,1.9091102,1.560488003,..,..,..,..,..,..,3.711036796,3.809150256,3.5790302,4.080955485,..,..
Military expenditure (% of GDP),Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.805216132,3.6122362,2.179801287,1.566250749,1.730797952,1.684627816,2.039142512,2.062238943,2.769491293,2.363934444,2.728019683,2.617842387,2.625060862,2.527629616,2.645148017,2.501156808,2.610424555,3.137261576,3.374363686,3.514743974,3.574588953,3.166513185,3.066233251,4.203429802,4.666693902,4.164855736,..
Military expenditure (% of GDP),Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Nepal,NPL,..,..,..,..,..,..,..,..,..,..,0.598768248,0.667375222,0.635066038,0.75132909,0.696439752,0.699112917,0.853455219,0.955439815,0.912477157,0.93450371,1.032075758,0.992053327,1.08945401,1.252962085,1.220614397,1.195852831,1.183062953,1.159182012,1.083790602,1.106543145,1.077154406,1.066227252,1.051963666,1.024863105,0.973041872,0.941485115,0.900716315,0.880707846,0.92705546,0.947369575,0.962150318,1.098333254,1.447648566,1.592250387,1.793292582,1.929159909,1.749110206,1.547393817,1.599972047,1.645447812,1.563665875,1.540651697,1.431831991,1.5418602,1.629341062,1.535633948,1.525809585,..
Military expenditure (% of GDP),Netherlands,NLD,3.703901797,4.087283879,4.12277525,4.010834482,3.932652684,3.571290331,3.370284285,3.523335806,3.25633492,3.228928603,2.866235554,2.838829535,2.81854,2.70299725,2.653471661,2.843860129,2.688909449,2.954457522,2.747070531,2.840232828,2.7349125,2.793753338,3.086790704,2.8100084,2.799492071,2.735130044,2.698392833,2.704660068,2.602438531,2.509243479,2.361335023,2.241227261,2.205823355,2.021252587,1.906852014,1.794240505,1.756607736,1.659273183,1.580648061,1.589825426,1.446633383,1.453546915,1.445699806,1.461303291,1.441389169,1.409984073,1.406220866,1.367727628,1.321728573,1.414159407,1.341542203,1.303254325,1.250348749,1.179934676,1.17464646,1.143568652,1.190736094,..
Military expenditure (% of GDP),New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),New Zealand,NZL,2.565513404,2.370813084,2.203736885,2.095270698,2.358817568,2.24570247,2.527766467,2.509324343,2.61591479,2.561099503,..,2.322782964,2.191310976,1.972611673,2.06231454,2.136020372,1.955027213,2.024867353,2.113649182,2.065716357,2.885373853,2.59564239,2.445144373,2.296690819,2.238895271,2.219170984,2.281550885,2.404951709,2.093290179,2.162184013,2.328972257,2.256901023,2.068705798,1.896563956,1.823379433,1.815328983,1.781881485,1.703970844,1.695280175,1.619299113,1.576698737,1.472279197,1.384799751,1.350050518,1.254464286,1.211426572,1.311668768,1.24820706,1.246459969,1.337587323,1.317185273,1.234753167,1.189003642,1.120138255,1.133126385,1.107147822,1.132265773,..
Military expenditure (% of GDP),Nicaragua,NIC,..,..,..,..,..,..,..,..,1.457516515,1.375147981,1.582016587,1.503629478,1.832660208,1.404310891,1.451208358,1.715620281,2.010034774,2.315198758,3.061040708,3.10032656,3.341538936,4.329552269,..,..,..,..,..,..,..,..,102.8980172,4.002382041,2.632753235,2.102423369,0.916773739,0.849965417,0.731956684,0.689541542,0.566758651,0.554528379,0.603283295,0.526806207,0.666800676,0.663388005,0.56323748,0.539815888,0.551255993,0.531726215,0.502058377,0.502751001,0.505472679,0.526411337,0.665903554,0.678614215,0.685091959,0.776083434,0.548405395,..
Military expenditure (% of GDP),Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.699005123,0.76857452,0.852545799,0.832675665,0.828859164,0.6792453,0.644176955,0.633484172,0.685198659,0.727642899,0.755098909,0.756900175,0.611831342,..,..,..,..,..,..,1.117640283,0.979974447,0.875252887,0.93759862,1.061072958,1.166908052,1.116838488,1.276297335,0.951877314,0.900787402,1.03546627,0.96319804,..,..,0.992538192,0.982009828,1.169691196,1.309803688,2.144356904,1.383215316,..,..,2.208100917,..
Military expenditure (% of GDP),Nigeria,NGA,0.557173936,0.633046031,0.787061373,0.880828319,0.978221684,1.122470866,0.875148423,4.611741915,7.095558546,10.31695788,5.279250126,4.392119822,5.390268879,5.478468118,4.344011426,8.124068441,5.791397834,6.02411791,5.326047763,4.322334079,3.295603733,2.54988277,2.073279481,2.033872807,1.442954783,1.326724504,1.210681551,0.723776958,0.831411792,0.550313839,0.791688106,0.733884735,0.540827128,0.89228557,0.743688625,0.697015377,0.548403072,0.616522625,0.893408121,1.370673263,0.794728868,1.292833438,1.517184604,0.868306853,0.728541184,0.600638304,0.533693958,0.583546726,0.776456935,0.887702093,0.539231122,0.579227031,0.502541129,0.469695305,0.414718777,0.417636538,0.432947785,..
Military expenditure (% of GDP),North America,NAC,8.056634175,8.192095648,8.353281575,7.889429792,7.196364242,6.695218076,7.446825214,8.335251113,8.144931845,7.580073542,7.02324918,6.072382879,5.723467591,5.174852343,5.190370424,4.91641094,4.538748472,4.5560009,4.396391894,4.394913458,4.557370228,4.97641934,6.003652217,5.543872732,5.432326301,5.63782213,5.815394719,5.599349095,5.260265484,5.059372585,4.831268611,4.298566416,4.429948828,4.129696588,3.77381321,3.483671741,3.208165874,3.06942887,2.901213272,2.797602312,2.811230656,2.827193114,3.112066864,3.428034688,3.579547491,3.620119639,3.575628036,3.602785623,3.937085534,4.354071743,4.328041479,4.233834678,3.922413774,3.551390111,3.265052446,3.106282515,3.106862961,..
Military expenditure (% of GDP),Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Norway,NOR,2.811346806,2.871900191,3.100408043,3.087410555,3.008768122,3.295575221,3.134377517,3.085606043,3.169310645,3.16620991,3.030700317,2.9369175,2.832234483,2.697647928,2.618716709,2.77627452,2.719267384,2.685456718,2.81030637,2.736121486,2.589551934,2.593880218,2.709701354,2.756545545,2.505103794,2.746434045,2.75522286,2.921992518,2.840755085,2.857324292,2.833995679,2.697551029,2.90717052,2.633621697,2.676978254,2.30749104,2.163072923,2.016079571,2.156737667,2.039107183,1.705831873,1.70454146,2.080591931,1.974854487,1.848785144,1.582298529,1.450901724,1.464849815,1.377334544,1.602502141,1.514377507,1.44984092,1.400147831,1.411996131,1.469301626,1.503920957,1.616858601,..
Military expenditure (% of GDP),Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),OECD members,OED,6.443598251,6.428037859,6.498203565,6.103436792,5.611904133,5.295203884,5.701557971,6.156365742,6.012217255,5.55234897,4.923343846,4.406726197,4.152492329,3.749164621,3.760110016,3.664624427,3.471470646,3.43450925,3.269003477,3.254687222,3.324918613,3.555475339,4.104024915,3.938026473,3.909719201,3.998897728,3.811628577,3.605923596,3.334602524,3.247213898,3.104614787,2.853928032,2.815725995,2.653567079,2.471663807,2.294205213,2.234893035,2.20654925,2.152274255,2.09693148,2.088778714,2.112038231,2.243796746,2.342627558,2.35882114,2.369382568,2.345596106,2.316419179,2.418967305,2.652825287,2.608110303,2.513258333,2.423320343,2.289222606,2.185061552,2.173705751,2.17956992,..
Military expenditure (% of GDP),Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,12.86970424,19.81534091,24.79338843,20.70360598,33.27810457,30.67963361,25.04224493,27.9450578,20.86079876,19.69894971,20.81920708,22.26565409,24.48994578,23.89313729,21.55733735,23.76952412,19.44463007,18.26639789,16.66666667,16.52162301,14.75188039,16.2451179,15.36764094,15.68860347,14.62380585,12.54277105,12.47721488,12.47824432,11.37644374,10.7804709,12.47442943,12.36813903,12.13724123,12.01058646,11.74964438,10.82916943,10.27944975,7.580034247,9.279076392,8.347635011,9.814372309,16.08327979,14.80698761,13.51446556,14.38418831,13.73098259,..
Military expenditure (% of GDP),Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.107150979,..,..,..,6.17657657,..,6.130474913,..,..,..,2.866285737,3.122150579,..,..,..,..,..,2.833883884,2.662180606,2.267214419,2.07856176,1.939757754,1.986477272,1.995624935,2.107456936,1.805598259,..,..,..,..,..,..,..
Military expenditure (% of GDP),Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,0.187695516,0.21708353,0.248756219,0.218740698,0.242222222,0.300497813,0.396150952,0.507499094,0.872970664,0.938746773,0.862051351,0.91933346,1.251235067,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Pakistan,PAK,5.63360329,5.181789583,4.732612081,4.83766543,5.026400555,7.470649376,8.500032363,6.459710147,6.088254112,6.402335261,6.335211593,6.974072382,7.679714324,7.138157414,6.943916637,6.80036684,6.246450174,6.039813937,5.790476207,5.996648178,6.033394785,6.18269146,6.771368102,7.148992525,7.074764001,7.232763746,7.385351895,7.598532263,7.255078387,6.88539687,7.126642608,7.179922968,7.052747917,6.976529604,6.501808976,6.21676576,6.037243187,5.621188711,5.415184027,5.189936356,4.168723803,4.18064868,4.39063983,4.409670263,4.263745927,4.200140866,3.645255204,3.5119861,3.459371004,3.265223993,3.423690973,3.285650816,3.484398773,3.470972538,3.47657944,3.551387307,3.623584879,..
Military expenditure (% of GDP),Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.520285419,1.743245398,1.721728816,1.136157521,1.111005021,0.979814613,1.083963271,1.078450343,1.009002296,1.025277965,1.105149744,0.898450367,0.920013848,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.584772749,1.454196684,1.357720447,1.407777536,1.31446764,1.523915462,1.531049251,..,..,..,1.41495807,1.414298488,1.348141448,1.266206113,1.4965361,2.132501138,1.389505214,1.337911437,1.378644367,1.522521382,1.165351026,1.52869148,1.615910503,1.321185094,1.038943386,0.960373056,0.822407972,0.568830166,0.547450481,0.622029921,0.626076587,0.376920047,0.4116026,0.337014471,0.447943023,0.325144509,0.356925097,0.519471739,0.494331636,0.48851133,0.474058829,0.405034108,..
Military expenditure (% of GDP),Paraguay,PRY,2.729901523,2.482906063,2.552888707,2.671135128,2.671900051,2.918959751,3.222380793,3.308005538,3.48439587,3.482609933,3.520069539,3.40696043,4.137663786,3.476204825,2.620342584,3.216896943,3.034613327,2.901477817,2.95797812,2.026400269,2.181448708,2.527859729,3.80329647,3.645241078,3.508184853,3.715122426,3.648267238,2.547928448,2.861711495,2.133583522,1.970697035,2.829325733,2.368893667,2.178554299,2.046762002,2.283418793,2.063793832,1.685682947,1.543154154,1.388770505,1.345147124,1.19148791,1.104997065,0.964038844,1.051385059,0.886915051,1.000891619,0.959723282,0.908778404,1.057419015,1.020601046,1.135896856,1.304760188,1.281559113,1.290012225,1.416797258,1.251436261,..
Military expenditure (% of GDP),Peru,PER,1.908476038,2.174731303,2.020763425,2.704504354,2.766232972,2.570919155,2.374199657,3.938763152,1.973093452,2.008135493,2.934355577,2.983103314,3.008742515,3.313884207,3.281612664,4.198821461,4.825166598,7.09278669,5.324894454,3.263445038,5.230084562,4.593964214,5.821164596,5.345306067,3.785766806,4.423274225,3.96871395,3.944811591,2.458643421,2.542891243,2.670593243,1.998409874,2.493998068,2.719746175,2.474157782,2.648362339,2.526436883,2.027307059,2.057680243,1.976345086,1.762559252,1.737277225,1.532245927,1.517199528,1.380700638,1.510833543,1.373440681,1.196397794,1.148364562,1.42461869,1.326010595,1.179137891,1.326036003,1.470800302,1.456936122,1.68648044,1.291036643,..
Military expenditure (% of GDP),Philippines,PHL,1.847578013,1.769091448,1.879114405,1.927990492,1.771204315,1.609408852,1.718385722,1.890182281,2.011060835,2.232169863,2.317369513,2.177426125,2.4479118,2.987243662,3.784274948,..,4.180456093,3.839781095,2.742617295,3.178905865,2.709754707,2.755720962,2.59728795,2.409253354,1.634758933,1.982573359,1.988053613,1.965247142,2.458889214,2.242923397,2.147252647,2.010719457,2.036463077,2.15754003,2.17244402,2.294130332,2.268405587,1.914459009,1.697292298,1.615777189,1.608226684,1.471378841,1.473890237,1.550844833,1.36062655,1.331795207,1.315163905,1.34866906,1.303655764,1.2568926,1.221594318,1.205253409,1.15904714,1.242302831,1.090406546,1.139292372,1.278762379,..
Military expenditure (% of GDP),Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.335237082,2.012695042,1.994232345,2.207146125,2.031983847,1.913178196,1.92782372,2.0062285,2.001867774,1.901135771,1.830336585,1.905638001,1.900638649,1.908042037,1.873241006,1.92612987,1.920044792,2.001869308,1.751461236,1.797176521,1.833877858,1.788011927,1.796093714,1.769393957,1.897593107,2.139450214,1.980913971,..
Military expenditure (% of GDP),Portugal,PRT,3.32179522,5.05287493,5.493721794,5.141633174,5.344018483,4.956836369,5.007894876,5.801919777,5.852643982,5.379787437,5.378147705,5.630510335,5.278419707,4.522748919,5.643887126,4.023002413,3.065325565,2.69079887,2.649839294,2.636791709,2.637835133,2.637607087,2.630223626,2.543491006,2.49185844,2.410188177,2.414984144,2.346324307,2.391914735,2.403515415,2.381788788,2.370291441,2.353585728,2.307031534,2.18012482,2.260288158,2.120795734,2.040702659,1.883733342,1.888010565,1.862356047,1.912719868,1.938563127,1.885216531,1.965918023,2.047303882,1.949969959,1.818055227,1.836558719,2.03079895,1.980216597,2.002650015,1.912137076,2.089630624,1.790511278,1.783558616,1.835100005,..
