series,name,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Military expenditure (% of GDP),Cote d'Ivoire,CIV,..,..,1.358602549,1.059693526,1.214964787,1.402839419,1.295707498,1.358483452,1.194514475,1.186775914,1.217996488,1.513067352,1.716369898,1.144696829,1.339648187,1.178430241,1.125314118,0.821205826,1.098216254,1.123656775,1.164286733,1.091036087,1.142121799,1.115089431,1.025556156,0.996969503,1.054334506,1.217135289,1.24914713,1.329009118,1.33360325,1.374000303,1.405880534,1.345633578,1.011260163,..,0.845688055,0.797853682,..,..,..,..,..,1.391605092,1.51507182,1.462534212,1.501948666,1.590764499,1.522855742,1.730239456,1.557966049,1.407830664,1.507351975,1.37538725,1.475969049,1.719446027,1.170107995,..
Military expenditure (% of GDP),Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.203204835,8.187699921,7.544170426,5.612041836,4.429628618,3.030055777,2.702773772,2.729612503,2.046839547,1.757979789,1.759644104,1.684163393,1.629209727,1.83948113,1.802633655,1.702625028,1.777820659,1.691269228,1.656485041,1.588322679,1.54013965,1.369787236,..
Military expenditure (% of GDP),Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.705792277,5.882499582,5.656581725,5.034466694,6.226669745,5.940009397,6.562935509,6.35929972,6.473364732,6.557139868,6.486043457,6.530271536,6.406278286,6.5107307,..,1.812495131,..,..,..,..,..,..,..,..,..,3.506846568,3.410726906,3.868554408,3.238167105,3.229136627,3.324655504,3.380960052,3.326856112,3.084505001,3.937599978,3.512728781,3.536000377,3.083798524,..,..
Military expenditure (% of GDP),Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.270291696,1.577157899,5.391477698,5.700256029,5.369355098,7.374035613,7.264776122,9.129286044,4.074952605,4.023989196,3.041034215,4.524714829,5.57391077,4.676317946,2.73385097,2.76736545,3.102672608,2.093850865,1.981136473,1.944338817,2.008085536,1.869181864,1.676993917,1.630011575,1.817013415,1.868442188,1.749015514,1.655233277,1.598136766,1.531816039,1.666441213,1.759746172,..
Military expenditure (% of GDP),Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.008107646,1.97300485,1.782297171,1.677836183,1.599423094,1.753787408,1.859069923,1.877356956,1.751249558,1.824406968,1.892764044,1.713703173,1.790083772,1.575906158,1.430914735,1.23821201,1.318537078,1.203940276,1.08546999,1.034682525,0.994729789,0.905403579,0.94377389,1.001062172,..
Military expenditure (% of GDP),Denmark,DNK,2.578636268,2.463824759,2.874071056,2.874075617,2.686405185,2.676224179,2.569160472,2.528000321,2.617857526,2.345199419,2.316774163,2.25419089,2.097256719,1.893440198,2.143090431,2.30249297,2.120529501,2.13541231,2.191199752,2.17316726,2.274314737,2.336993512,2.318111025,2.267231882,2.131086748,2.009774759,1.870917497,1.957037894,2.008114738,1.94259943,1.916762998,1.919148931,1.855768168,1.872981886,1.740989,1.685314665,1.644816658,1.615961205,1.608026388,1.564854723,1.457444051,1.53238072,1.508149852,1.46685125,1.423704234,1.31148864,1.377492183,1.307247052,1.355004524,1.350178237,1.398621479,1.31353101,1.351819154,1.227252022,1.149273281,1.116516732,1.145083985,..
Military expenditure (% of GDP),Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.206118726,..,8.253963631,7.847485685,7.596903165,6.879119075,6.871325994,7.033815515,6.665732989,6.246030429,5.948720268,4.964975226,5.282305006,5.192776067,4.995344941,4.721263549,4.550548213,5.625064252,6.713951284,5.608363252,6.328698815,6.440045373,4.070992017,3.630731801,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Dominican Republic,DOM,5.696016819,5.549608454,4.611090887,4.145408604,4.143916161,4.526517284,3.78087204,3.459605721,3.456584191,2.893132873,2.416857249,2.196351416,1.987621396,1.791274013,1.968826907,1.830911515,1.928430479,1.885722924,2.157339142,2.182294279,1.583471549,1.72010463,1.582119478,1.461377854,1.34554329,1.210052358,1.344154123,1.018139924,0.880047445,0.800368025,0.675729466,0.348548928,0.559753941,0.75016137,0.726645056,0.544154568,0.630320831,0.783204378,0.780062374,0.816243888,1.043363424,1.247951667,1.090451903,0.777279333,0.70800214,0.81421409,0.724549188,0.627619057,0.699861657,0.66746117,0.667881925,0.603601455,0.653627047,0.618695111,0.670803566,0.672525002,0.639101612,..
Military expenditure (% of GDP),Early-demographic dividend,EAR,2.301095308,2.165513966,2.316801487,2.735853635,2.680944529,2.949447516,2.846029536,3.012859509,3.239246225,3.38407766,3.594198343,3.575392611,3.525718192,3.464408794,3.746071803,4.452252925,4.622708043,5.548413855,5.37456532,4.745525523,4.416751911,4.702898378,5.339534858,5.008590323,4.997115649,4.631889748,3.79720427,4.464305256,4.175605065,3.768904976,3.612499417,3.533551513,3.142716876,2.965080399,2.759348702,2.787018029,2.659423932,2.791907295,2.892715332,2.7234347,2.609644565,2.622094953,2.621266958,2.5566818,2.467176529,2.384416398,2.317591522,2.257856923,2.23002288,2.529631846,2.327407322,2.210489505,2.290590823,2.380672619,2.509396702,2.699928472,2.453283358,..
Military expenditure (% of GDP),East Asia & Pacific,EAS,..,..,..,..,..,..,..,1.662257077,1.618365369,1.518713844,1.390249334,1.433935279,1.363925054,1.253117213,1.417469453,1.454417114,1.658012297,1.654932235,1.564024128,1.638565907,1.730223452,1.767159875,1.844744157,1.756476174,1.710362474,1.694865218,1.507883308,1.485753694,1.441016949,1.560626539,1.572993553,1.532221848,1.539319637,1.464662353,1.429344649,1.403251064,1.436875051,1.451027899,1.419152839,1.418436838,1.37181005,1.445559834,1.489399388,1.488762611,1.471365817,1.492021408,1.524097981,1.539315735,1.547127168,1.649346655,1.562901973,1.550492436,1.564116894,1.63101441,1.679991572,1.726402194,1.694053368,..
Military expenditure (% of GDP),East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.406532792,2.398531175,2.331490182,2.360085925,2.003879525,1.893804146,1.807766146,1.749099723,1.727965569,1.657778654,1.775724358,1.706764946,1.862513657,1.935789755,1.919101846,1.859045641,1.795727387,1.78595194,1.754919512,1.72678028,1.89166763,1.72397243,1.673950348,1.706833495,1.766518927,1.798496959,1.83753023,1.813862305,..
Military expenditure (% of GDP),East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.406532792,2.398531175,2.331490182,2.360085925,2.003879525,1.893804146,1.807766146,1.749099723,1.727965569,1.657778654,1.775724358,1.706764946,1.862513657,1.935789755,1.919101846,1.859045641,1.795727387,1.78595194,1.754919512,1.72678028,1.89166763,1.72397243,1.673950348,1.706833495,1.766518927,1.798496959,1.83753023,1.813862305,..
Military expenditure (% of GDP),Ecuador,ECU,2.661805702,2.084526548,1.909953121,1.647570426,1.782628836,0.997525466,0.943106775,0.99123482,1.135243979,1.276250332,1.073001875,1.078862291,1.17131319,1.264817257,1.134004114,1.319880729,1.287473455,1.860074996,1.376209879,1.312783241,1.169365336,1.073379133,1.149581081,1.166571134,1.141714043,1.656858338,1.352339871,1.485068923,1.517749622,1.361262503,1.326157813,1.230856863,1.166700424,1.458061091,1.282089748,1.945073738,1.661789704,1.772774252,1.962964263,1.507477547,1.452075953,1.569375982,1.768891985,2.278553365,1.940332799,2.298402791,2.029825877,2.56823582,2.665041736,3.117418088,3.010551292,3.095110057,2.945452865,2.875890683,2.739230809,2.466530355,2.195179184,..
Military expenditure (% of GDP),"Egypt, Arab Rep.",EGY,..,..,..,..,..,9.572240093,8.468752869,8.759760593,10.78517612,13.63844878,15.5309966,16.98497424,13.6729697,13.00475562,16.70891988,14.44998111,12.80660008,12.9014861,9.928534663,6.351829788,5.776807764,7.344111067,7.771521802,8.700868702,9.189938093,8.881142313,8.627072508,6.523602462,5.051560717,3.968558676,3.644772057,3.796146051,3.381020848,3.296713918,3.316285714,3.240686275,3.127942459,2.889996239,2.796276966,2.702048114,2.682593355,3.139252858,3.447215624,3.340838323,3.025654234,2.853936862,2.740375587,2.502128088,2.293042993,2.137276914,2.053497431,1.931587776,1.648175793,1.610056977,1.689694836,1.723147428,1.667282059,..
Military expenditure (% of GDP),El Salvador,SLV,..,..,..,..,..,0.738683897,0.709079836,0.694253983,0.655571118,0.715461501,0.629834058,0.718020405,0.881572825,0.864970612,0.801397477,0.830737894,0.881847158,0.971842193,1.118526013,1.57765367,1.736336536,2.279546283,2.776337266,3.551452122,6.443276454,6.589718542,4.329953044,4.469168694,4.271323885,4.872351087,3.413665987,2.732577455,2.253576782,1.678726371,1.352212818,1.175057091,1.074409153,1.007766206,0.922942908,0.92054924,0.840334094,1.090673504,1.130239678,0.841380502,0.810213757,0.777474874,0.76600883,0.823679799,0.807243729,0.919121651,0.938448516,0.953799293,0.941898747,0.975322092,0.931579218,0.951929846,0.867992389,..
Military expenditure (% of GDP),Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.360255322,2.430589036,..,..,..,..,..,..,..,..,..,..,..,1.501825868,1.482309067,2.474929604,..,..,..,..,0.766177854,..,0.170796255,..
Military expenditure (% of GDP),Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.03874765,13.39460186,20.82826481,21.95935218,12.8311476,35.2774689,39.60651651,32.65567104,22.13679153,20.67187828,20.86574527,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.958098327,0.873596074,1.046772487,1.067491718,1.287113364,1.376327115,1.502214462,1.667129501,1.743049295,1.699689225,1.899257555,1.857014265,1.997981423,2.092960807,2.209126255,1.70352622,1.679902519,1.895745981,1.906796455,1.952818291,2.078859138,2.151833331,..
Military expenditure (% of GDP),Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.010041319,5.02573082,4.766701696,5.224845917,4.5296031,4.459546126,4.527434459,5.636251662,6.809706436,6.447947075,3.929285421,2.433466233,2.171800601,2.028132464,1.573623362,1.487174758,2.70961094,6.064489465,9.662831295,7.55585536,4.315901098,3.691078964,3.238706821,3.075838945,2.763079823,2.266839782,1.863148517,1.48936954,1.18355396,1.133782467,1.090707446,0.86836209,0.806417117,0.768419074,0.705490912,0.6707921,..
Military expenditure (% of GDP),Euro area,EMU,4.197251578,4.110532887,4.10825737,3.870217492,3.775128125,3.640875194,3.608902293,3.566324154,3.516077964,3.216651685,2.956551841,2.957866997,3.006708706,2.906575705,2.912078209,2.952710535,2.876202539,2.892972138,2.901187287,2.865785042,2.849849732,2.938105629,2.977352684,2.960838195,2.88850605,2.831622054,2.762199625,2.776062402,2.621909576,2.517900007,2.442264184,2.322891466,2.217028532,2.147979401,2.05909663,1.940899762,1.92507626,1.886029448,1.835084196,1.827389235,1.790142456,1.738898424,1.724381923,1.722388552,1.705899864,1.660977635,1.605691197,1.558233547,1.595298477,1.69379713,1.618462116,1.554375148,1.550056148,1.492356298,1.447984703,1.428784555,1.469697992,..
Military expenditure (% of GDP),Europe & Central Asia,ECS,4.555245032,4.478017931,4.482266132,4.281342489,4.163963435,4.054466662,3.967943751,3.906533374,3.767266873,3.479434048,3.21606423,3.204122856,3.23753007,3.088677597,3.10150327,3.210648316,3.108392596,3.093154425,3.075567989,3.03329306,3.051036505,3.132073137,3.216493663,3.19189551,3.131644321,3.078225023,2.952860808,2.921056067,2.756142433,2.669117052,2.597700933,2.515397294,2.509687681,2.398945116,2.314372767,2.130511317,2.105603916,2.092489474,1.967543457,1.956213179,1.9301232,1.899550335,1.920827317,1.907322614,1.863996553,1.832583044,1.796016224,1.770806277,1.803660686,1.917170925,1.858718738,1.787965829,1.82556489,1.788708114,1.748428656,1.735179556,1.759965584,..
Military expenditure (% of GDP),Europe & Central Asia (excluding high income),ECA,3.531571219,3.764542936,3.711083437,3.387339056,3.422465209,3.554418605,3.143981117,3.259574468,3.275555556,3.0793379,3.25648855,3.499793814,3.445520581,3.349450549,3.19302138,5.119453925,4.943027211,4.713623024,4.187306404,3.357258558,3.884296257,3.962371852,4.26783706,4.003638769,3.727348126,3.579534369,3.711941554,..,..,..,..,..,4.381072397,3.770946862,4.159090122,3.790367403,3.792075374,4.016362667,3.033464039,3.34036185,3.314373418,3.345111815,3.488104843,3.247176446,2.896959586,2.838069089,2.825871296,2.740630158,2.740268342,3.149220597,2.9330373,2.725007257,2.890648385,2.938329568,3.032637031,3.247245112,3.3733212,..
Military expenditure (% of GDP),Europe & Central Asia (IDA & IBRD countries),TEC,3.531571219,3.764542936,3.711083437,3.387339056,3.422465209,3.554418605,3.143981117,3.259574468,3.275555556,3.0793379,3.25648855,3.499793814,3.445520581,3.349450549,3.19302138,5.119453925,4.943027211,4.713623024,4.187306404,3.357258558,3.884296257,3.962371852,4.26783706,4.003638769,3.727348126,3.579534369,3.711941554,..,..,..,..,..,4.091236269,3.597091097,3.860317249,3.490655934,3.475511856,3.687419411,2.838793564,3.039887776,3.024731898,3.038551787,3.176033653,3.013021412,2.733546775,2.698769113,2.697046495,2.638775013,2.603427269,2.953484772,2.785628184,2.610999802,2.769615949,2.810353159,2.895678902,3.095996769,3.177178157,..
Military expenditure (% of GDP),European Union,EUU,4.743571965,4.62256602,4.621720781,4.415000734,4.285756104,4.156272938,4.077123815,4.013506652,3.869708487,3.559472331,3.218153647,3.203124626,3.240084165,3.090197938,3.10784493,3.171495072,3.065659522,3.056277593,3.052444801,3.029144939,3.088501278,3.174331434,3.258779004,3.23790253,3.18535837,3.118600858,2.990550153,2.964340562,2.793221791,2.694512512,2.609105948,2.520360947,2.389515076,2.295728536,2.194567353,2.04452308,2.013342179,1.96936286,1.919313308,1.897337707,1.857367169,1.823766839,1.822436618,1.822079359,1.79278497,1.748854737,1.693569091,1.657315669,1.678067277,1.768206517,1.705224211,1.637842013,1.627515416,1.561051193,1.517565031,1.501071592,1.512704477,..
Military expenditure (% of GDP),Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Fiji,FJI,..,..,..,..,..,..,..,..,..,..,0.187695516,0.21708353,0.248756219,0.218740698,0.242222222,0.300497813,0.396150952,0.507499094,0.872970664,0.938746773,0.862051351,0.91933346,1.251235067,1.344773127,1.32439426,1.227497152,1.130875009,2.133497133,2.222852104,2.459129933,2.284343434,2.347208619,1.993658515,1.959151299,1.84440952,1.761160634,1.542838019,1.478614667,1.36403682,1.22604763,1.902479248,1.97650996,1.677510099,1.61027625,1.715759387,1.433805394,1.742541049,2.219525882,1.520952799,1.786579266,1.60512895,1.610403907,1.490961685,1.386777455,1.030930695,1.073956718,0.960345895,..
Military expenditure (% of GDP),Finland,FIN,1.714314733,1.779077274,2.435158099,1.867236312,1.801424815,1.741370844,1.660599759,1.56540035,1.700775206,1.393060943,1.345139071,1.416697608,1.496666302,1.421250313,1.24182189,1.468633431,1.308270267,1.377660419,1.396957057,1.444212956,1.626981771,1.506798971,1.599308912,1.774429797,1.560806011,1.629921935,1.662416321,1.595548405,1.56213357,1.483783123,1.513020547,1.721441549,1.843209353,1.809954751,1.699938304,1.422541499,1.530472271,1.535155051,1.463175558,1.223103772,1.241147504,1.144512833,1.154637229,1.323357679,1.344674622,1.341955264,1.321445537,1.180701454,1.274062908,1.431262394,1.371993586,1.369946513,1.403452573,1.40259076,1.3203617,1.312474953,1.360225793,..
Military expenditure (% of GDP),Fragile and conflict affected situations,FCS,..,..,..,2.372934502,4.186565894,3.032925679,2.581206057,2.702271071,4.677836243,5.100915518,5.094123253,4.790143606,4.931952756,5.241517076,6.14768684,6.382165897,6.156553824,5.954942136,5.720604031,5.405652603,5.425328965,6.968754867,..,..,..,..,..,..,..,..,..,..,4.213446084,4.144219228,..,..,3.344823883,3.355433929,4.237441342,3.93962386,3.502380096,3.637759889,4.071516068,3.236002535,3.060412531,2.671012831,2.581031789,2.732214619,2.708800731,3.382042256,..,2.524928704,2.409889361,2.965292984,2.875808334,3.462084596,2.607979887,..
Military expenditure (% of GDP),France,FRA,6.194938255,6.044186199,5.887958944,5.409703325,5.181892016,5.016130324,4.895774355,4.90189872,4.720891953,4.199453789,3.949411252,3.78224127,3.68683718,3.578419127,3.47435037,3.599391481,3.562877865,3.655591775,3.713926151,3.680745062,3.756307768,3.864558028,3.838017389,3.85384243,3.794599576,3.742887987,3.673638571,3.714933353,3.527700432,3.428595953,3.339703219,3.347880617,3.203262374,3.201921972,3.167206841,2.967345243,2.874458874,2.827952381,2.65032647,2.592746984,2.471010965,2.407503679,2.426268254,2.484613158,2.495382169,2.400989177,2.344886085,2.275462951,2.257835008,2.483010721,2.334172804,2.256658139,2.238935776,2.222426033,2.232599137,2.274223958,2.261585198,..
Military expenditure (% of GDP),French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Gabon,GAB,..,..,..,..,..,..,..,1.107784431,1.015088885,1.367595697,1.432401915,1.440532826,1.550230415,1.303538175,0.679580307,0.780709343,0.668474482,1.029701536,..,1.877133106,1.603627516,2.28680324,2.447640676,2.553586628,2.255494152,2.859046984,3.995927717,..,..,..,..,..,..,..,..,..,..,..,..,..,1.801452248,1.793952098,1.783170277,1.668327933,1.613166169,1.233027808,1.262185839,..,..,..,1.871622449,1.462434145,1.61980469,1.604044493,1.144818396,1.194602857,1.427253664,..
Military expenditure (% of GDP),"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.34090903,0.477501573,0.551225895,0.563939017,0.631086622,0.810531317,0.95839227,1.092743109,0.578908745,0.490257621,0.338576188,0.310370827,0.367245635,0.463277798,0.519690011,0.481928244,0.431932626,0.42450719,0.357026297,0.390720316,0.410205891,0.333698104,0.478245107,0.425347641,0.569181615,1.777188042,0.787816845,..,..,1.227775508,1.154547192,1.752189368,1.531847693,..,..
Military expenditure (% of GDP),Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.210173031,1.253587681,1.136973961,0.924374864,0.615582488,0.740186006,1.000532992,1.068489122,1.373838927,3.339166906,5.218303931,9.159116512,8.520118397,5.60659705,3.902452814,3.247606292,3.104606068,2.737697382,2.517582317,2.38003327,2.189364547,..
Military expenditure (% of GDP),Germany,DEU,..,..,..,..,..,..,..,..,..,..,2.868253401,2.913555956,3.015708004,3.008195903,3.104854466,3.125871383,2.985297771,2.892686591,2.903303039,2.822126973,2.8194301,2.896100715,2.888880113,2.881909309,2.785988336,2.729963254,2.656604923,2.63943943,2.514347022,2.411066389,2.397739394,2.12242056,1.976500012,1.799147865,1.646952122,1.588252022,1.55726982,1.497186199,1.47763139,1.482071597,1.443623375,1.405968301,1.410769976,1.399048683,1.348089949,1.329937502,1.268776768,1.237053513,1.281316605,1.388906954,1.35365069,1.281112196,1.311261447,1.223993716,1.184973759,1.179472016,1.181119893,..
Military expenditure (% of GDP),Ghana,GHA,1.710586881,2.107526882,2.021276596,2.018181818,1.923543689,1.73260573,2.226613966,..,2.655882353,2.498750625,2.118193891,1702,1.429840142,1.365324193,1.581545064,1.714934696,1.566809684,1.253247335,0.851281807,0.646304302,0.773592831,0.74009308,0.541347121,0.341179539,0.593211882,1.000443087,0.900481626,0.892627346,0.437882184,0.430845306,0.468869336,0.627386944,0.649368952,0.686965729,0.694466859,0.758839996,0.640673093,0.659996882,0.767876966,0.768034675,1.02115459,0.608709585,0.599647988,0.697575641,0.634514033,0.598185497,0.371050447,0.509249881,0.39844462,0.455352363,0.380677683,0.592259762,0.804165256,0.533396427,0.678998541,0.519715457,0.379209306,..
Military expenditure (% of GDP),Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Greece,GRC,3.830619156,3.344516442,3.191588867,3.016999696,2.817352886,2.758669071,2.826280913,3.426130518,3.699109708,3.7759647,3.60595997,3.537878838,3.399163053,3.020966179,4.143600457,5.02219474,5.005712537,5.083297133,4.787998746,4.449543993,4.003155882,4.92585239,4.832264333,4.442384207,4.152905225,4.030174528,3.545310309,3.654830433,3.605598768,3.234207286,3.262109629,2.992952754,3.117428695,3.0919423,3.076349239,3.053567628,3.162777722,3.194917788,3.340208112,3.360469944,3.46535532,3.251412857,3.077374575,2.493894752,2.605672529,2.836596278,2.78341887,2.679305921,2.983052345,3.224841137,2.727009926,2.476949166,2.407691375,2.35768125,2.33358455,2.530457638,2.581583813,..
Military expenditure (% of GDP),Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Guatemala,GTM,1.157922345,1.122325398,1.045307811,1.173007511,1.000202569,1.39559059,1.373454875,1.45714605,1.266687364,1.025999827,1.696428571,1.118500605,1.142150098,0.910789315,0.898307794,1.231520338,1.271390224,1.372137529,1.181102323,1.306753939,1.316968535,1.889514892,2.025811702,2.035911512,2.190918667,2.007352499,1.667508513,1.750719931,1.869067954,1.802859257,1.728009967,1.268436596,1.47261987,1.267059467,1.178531689,1.080431269,0.895721554,0.742815313,0.720836747,0.67560091,0.818335289,1.052063338,0.762245036,0.815655231,0.479415924,0.383913781,0.431829471,0.398456442,0.42542189,0.390660008,0.410754922,0.414299268,0.445274281,0.463794354,0.4488245,0.430266677,0.394493721,..
Military expenditure (% of GDP),Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.380191876,1.694382077,1.340506105,1.355911028,..,..,1.172671371,1.255008515,1.595106264,1.534637451,3.100210665,3.32468041,2.441181415,2.22856433,..,..,..,..,..,..,..,2.286598227,2.349606844,2.240219514,2.525500331,1.910372185,..
Military expenditure (% of GDP),Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.652647978,7.920223716,4.047903828,3.219359534,2.567214557,2.234091297,..,2.080634721,..,..,..,..,0.855925838,0.870947718,0.701776941,0.676895595,1.404761905,..,2.574832578,1.576220201,1.530165127,1.575428801,..,2.064850055,..,..,..,1.664337278,2.017526129,1.595059118,2.4755946,2.076018119,2.03802352,1.64511433,..,..
Military expenditure (% of GDP),Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,1.643920596,2.597674662,6.433684211,7.631370478,5.503689873,3.486629329,3.302918332,3.700265252,3.944896928,5.126556017,4.516348774,4.778712882,8.497435897,5.479262925,2.981294878,2.663122346,1.583736781,0.905828314,0.603363065,0.983625619,0.976384048,1.014126393,0.915520349,0.787822958,..,..,..,1.765990772,2.063973957,2.304933565,2.20308112,2.81610459,2.243545032,1.31488581,1.434895826,1.587463762,1.506587664,1.367004385,1.258405416,1.172176393,1.176946744,1.276332477,1.452212648,1.399912893,..
Military expenditure (% of GDP),Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.087564308,0.082577551,0.091324152,0.075294909,0.09196173,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),Heavily indebted poor countries (HIPC),HPC,..,..,..,1.183918045,..,..,..,..,1.721640437,1.904636248,2.160249898,2.147046403,2.051834051,1.849131621,1.975579716,1.909673945,1.957615236,1.838798424,1.705234169,1.85236223,1.862894498,2.123074842,2.108054145,2.156560486,2.404551679,2.310217074,2.294085777,2.322117073,2.489048712,2.539600379,3.46329139,2.147172152,1.956495667,2.123529661,1.656247788,1.533219031,1.51440093,1.516763936,2.152081772,2.534037932,2.142140261,2.007750173,1.906785764,1.679160543,1.952660325,1.726665094,1.791632041,1.992189351,2.031270017,2.05549081,1.427498815,1.366657659,1.225072607,1.327114725,1.36829983,1.437000423,1.517260083,..
Military expenditure (% of GDP),High income,HIC,6.569375438,6.533943192,6.605870615,6.209116732,5.712596195,5.387472992,5.810925153,6.279554087,6.136410991,5.671197872,5.009917628,4.481090888,4.22819354,3.83025273,3.82772522,3.725962228,3.535335038,3.659374075,3.49682274,3.51521621,3.599573646,3.888026206,4.469385432,4.229638553,4.210278548,4.253517702,3.877600068,3.750340423,3.473079751,3.385610048,3.287535631,3.048897325,2.963278568,2.803821054,2.603839942,2.392906806,2.332149999,2.331152078,2.290299546,2.214391034,2.215160453,2.251690946,2.364312976,2.44910933,2.466082019,2.481888792,2.460119801,2.438846478,2.542400449,2.794238466,2.756200146,2.665150863,2.599893793,2.494591616,2.411543979,2.400989634,2.356399157,..
