name,code,series_code,series,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Equatorial Guinea,GNQ,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"645,5444055431","645,5271302628","613,079210652","594,9204856709","558,9695805962","594,5119742247","554,2074674077","557,807078521","555,3213248703","532,8513083462","507,8957794293","486,9846775627","635,2497416049","682,1641498447","768,8668113567","871,5886655517","1398,8926607519","3364,3528993413","4002,2709520754","4831,07265351","5484,3008321114","8603,9556794547","9867,5621023963","10788,028906799","14266,9279169733","15941,6469782792","16413,5404083651","18075,1767611423","20333,9404431737","19684,6970059263","17136,4456757583","17461,5519241769","18106,3366583104","16634,7676730409","16028,2495373322","14010,9427602559","12278,1291416571",..
Eritrea,ERI,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"378,1954288529","431,7854577968","525,7242168251","539,9261479489","584,9537049588","622,2366458934","620,9174846856","606,3255126785","571,6032305943","603,1051000898","601,0342468752","565,7250536704","556,0356398627","554,4881994265","535,9296731182","532,2314772778","471,1666248259","480,6089250187","482,1490904235","514,1795982358",..,..,..,..,..,..
Estonia,EST,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7313,7409041802","7817,604638303","8840,2610569351","9293,0755097425","9186,3929544977","10108,2052912574","10816,6031531195","11546,7726523663","12481,1896137323","13346,3983138309","14681,2253747477","16285,0067216","17627,0297205183","16716,5031632479","14282,6034990097","14638,6048173457","15798,6327787681","16538,2125958308","16918,5871147773","17453,3671329897","17733,9576552073","18094,587299874",..
Ethiopia,ETH,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"227,7834435429","223,5776598866","234,7267161217","220,9271452488","190,1402497003","201,9745325565","222,7095989086","216,6639714715","208,786873814","207,2197814154","185,7299004673","163,6232806211","178,6086473063","177,9948728156","182,7088782374","199,0050217","199,1113028521","186,6614018991","190,6915482724","196,5049621972","206,7431434982","203,9059128515","193,8669151232","214,0448315668","232,783200208","251,0560465436","272,3911980467","293,853313283","311,3677437647","341,3099092005","369,5844200369","391,131795306","421,3841357423","452,7782360529","487,2900105681","511,1874265158",..
Euro area,EMU,gdp_pc,GDP per capita (constant 2010 US$),"10806,8448987765","11424,1044935902","12041,7146971599","12617,1415407234","13188,4300628299","13719,8320595835","14324,0056432671","14972,6367313722","15699,3638215433","16680,1336409707","17523,3455028637","18088,6723935325","18848,3011121687","19880,0658629089","20399,401374178","20138,397307165","21054,8853875726","21618,525156069","22208,4304186263","22971,5543063251","23369,2295131962","23402,0886527826","23507,712930259","23785,9980666143","24308,5207667698","24821,9910613398","25380,5938342341","25953,2885850048","26979,9163887113","27964,7486178034","28829,7388428171","29485,0361160407","29763,3472798923","29446,5781247041","30086,7476858941","30751,4908573124","31199,9996255524","31970,9174627769","32849,8833326702","33744,1628114384","34931,3925842522","35549,6828811638","35738,2211618599","35799,4093613287","36430,4699760908","36858,7115290161","37873,1352688425","38826,8776085639","38808,6304910634","36935,3702863401","37617,72231252","38304,4640203067","37879,7444042062","37659,7232103626","38035,0658466613","38706,2175489496","39256,2651941204",..
Europe & Central Asia,ECS,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,"11454,7675934621","11791,1682596022","12253,3874714352","12885,7505408536","13086,6836594339","12929,4534989238","13449,5380293292","13741,2469584147","14086,8099693004","14515,5674487614","14624,9773332874","14603,0265907882","14654,5770107022","14851,5392323642","15157,8996427958","15484,6224645562","15816,5827742013","16198,3043349806","16772,7145232791","17262,6478785105","17571,5707041596","17579,5555420119","17401,5832581493","17193,0271124999","17338,6027704297","17678,8177579546","17965,509979073","18468,8016808487","18901,8774435801","19425,5511450517","20239,2522984211","20653,8281425391","20975,9368247749","21311,9109208511","21938,932120168","22475,776131922","23288,1009969435","24064,17810009","24208,935276996","23030,0383288931","23536,9688001663","24044,9520179735","24017,7023692836","24118,7437245707","24445,5811394557","24808,3844730077","25136,2406011769",..
Europe & Central Asia (excluding high income),ECA,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6504,9305985348","6370,9937798191","6011,2810675716","5362,8123069959","5050,3516765679","4514,7839656541","4454,2242914826","4460,3597449764","4578,918104003","4501,3561348508","4592,2364152573","4955,178939881","5089,0206275642","5371,7200309354","5734,7625339922","6198,4113294432","6629,6493817477","7153,9691892282","7687,9546949961","7996,1660178449","7476,8466689052","7822,7625091747","8279,2142191942","8523,4545348414","8806,7946165067","8945,7839059991","8945,2182585418","9027,2860960902",..
Europe & Central Asia (IDA & IBRD countries),TEC,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6452,5349626926","6321,202946179","5954,9767811247","5378,6714266958","5113,5531759201","4655,5937519574","4639,1349189351","4679,5572565042","4826,844255103","4786,125544848","4900,7145056965","5268,912990541","5400,6150397778","5674,4072930568","6033,3958091358","6497,6213519533","6920,4757880489","7452,76658391","8004,9697010722","8327,3763618316","7880,189734349","8234,2066576133","8703,41577859","8942,8781948576","9216,2446243431","9379,7086005422","9422,8082513963","9530,8019854582",..
European Union,EUU,gdp_pc,GDP per capita (constant 2010 US$),"10055,2567493293","10527,598465548","10960,3882891808","11422,6579108597","11953,9688768584","12376,6412024664","12810,7047834275","13285,2025396657","13865,005602431","14573,8524064971","15331,1878846172","15805,7234561334","16445,5548886778","17344,4472017529","17631,5314390776","17402,5527898012","18117,3267059221","18550,0739985422","19073,1823906132","19727,3917929323","19935,290455367","19926,0967544888","20067,0843105695","20388,4147733007","20842,7632969711","21336,3982596483","21845,0018712792","22422,8498146959","23335,8769853323","24123,3551465627","24756,8332829588","25059,5203069121","25248,0321375563","25123,9846542431","25774,4393564287","26410,5895567518","26894,3567242138","27622,7626170112","28404,4610491031","29204,0524641635","30293,0869993595","30899,7638064032","31239,445905229","31532,2987869803","32213,821622309","32763,0943481215","33732,7208223343","34635,8363626194","34671,2174341942","33059,6368332652","33687,5881720323","34286,9730670297","34065,6000787859","34052,634368672","34539,5944090363","35233,6575312994","35803,6094315581",..
Faroe Islands,FRO,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"47397,9029229641",..,..,..,..,..,..,..
Fiji,FJI,gdp_pc,GDP per capita (constant 2010 US$),"1774,2057381631","1774,5006364964","1775,6011783345","1825,1645362688","1853,6616927361","1751,3794833334","1705,6355944004","1887,4473889186","1992,0371606511","2000,5863282767","2207,6263819622","2310,5622641875","2432,2118713678","2659,3351711273","2674,0674374273","2635,9955031473","2657,7628375706","2764,1528290316","2764,4339275019","3041,5201419902","2928,1284994091","3038,3865974778","2783,01832996","2605,7601371776","2764,0704825586","2594,705242333","2768,9959388615","2574,4436163358","2594,763478884","2781,2112146097","2926,3516209887","2820,8400336627","2956,4994118591","2977,5025444512","3085,8643814391","3122,9134077427","3235,3572999818","3130,7201908801","3141,8775804287","3392,1727635037","3315,0674746536","3368,9308604508","3470,4582668619","3501,1409681411","3678,9257844854","3689,0673816545","3732,0034753839","3667,4525412761","3667,8608431272","3580,397018652","3651,9667840555","3719,8894803861","3744,2771158293","3894,262542516","4084,1998022602","4211,0588796856","4195,9681143387",..
Finland,FIN,gdp_pc,GDP per capita (constant 2010 US$),"12195,3280642679","13030,4598838557","13328,0819160592","13668,9439277653","14305,2131504321","15013,6629711267","15312,4118896814","15560,0180099671","15847,1013080792","17377,4406915854","18373,79065166","18783,1262896109","20116,0057692322","21399,0003808903","21976,2295032349","22273,7930840788","22283,2264036494","22274,2003438967","22858,8148888497","24424,2996337101","25660,5878865097","25882,2072097247","26532,2091838819","27197,7146200217","27922,2839315644","28789,4867096145","29478,4277861699","30441,1315800312","31934,1075100946","33437,8844069668","33514,9230312744","31360,954387065","30148,4350073736","29782,5435266688","30822,6083597141","31997,004165002","33059,0966943048","35021,5866269695","36824,847965247","38372,2220413352","40450,3733748937","41399,9435810574","41993,6890221885","42729,0244671581","44277,8427026504","45353,2599997077","47011,657598012","49239,1939572439","49363,6971964824","45065,7534943592","46202,4151628454","47171,0220648003","46277,5562828706","45715,6468163534","45239,3688031623","45151,5121556712","45983,3133332131",..
Fragile and conflict affected situations,FCS,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1083,9529122464","1026,8325468302","1141,7104508306","906,2505934447","928,636119283","961,4024650779","968,2577101744","975,1717933718","1014,8593741238","1063,6560571619","1160,1272486622","1211,2224746524","1204,9827389276","1207,477490403","1171,2124522538","1088,5935233772","1208,1354422552","1255,0863181047","1304,6844110693","1343,33578129","1383,6535763069","1413,386036946","1466,4680208573","1353,8960799627","1405,5471558778","1452,0104780501","1469,4886134841","1477,4904785212","1521,850605544",..
France,FRA,gdp_pc,GDP per capita (constant 2010 US$),"12991,267715789","13524,4492898749","14224,481981772","14775,0591562818","15532,6347258984","16087,9229861581","16764,2319210598","17409,9659363379","18023,8108375959","19148,5087760733","20090,7709227215","20985,1706018879","21739,8840771435","22903,3023981753","23690,6002775378","23298,3404917453","24174,7469979992","24907,2841888897","25811,8025979076","26641,9294807727","26962,2587828525","27132,7028862158","27677,4505852119","27876,6636507959","28144,0234189858","28437,2497799896","28934,1934137592","29499,2572964631","30706,6910716359","31852,7500060312","32596,0051876225","32908,5579690992","33269,1469119185","32922,3630027908","33569,3308859262","34145,7054163291","34497,2839078242","35178,9345385494","36295,9353465198","37339,9809749041","38522,2102787019","38990,3061332386","39140,7147636595","39182,7793888923","39979,1197150554","40316,8127598175","40987,5490759697","41696,692239255","41545,2940923558","40116,3795272806","40703,3459209005","41349,1915705484","41224,7296617838","41249,4494084938","41431,0386682695","41689,7079785337","42015,7382940858",..
French Polynesia,PYF,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,gdp_pc,GDP per capita (constant 2010 US$),"4377,3761302636","4974,1232528449","5285,5386009273","5537,4003854854","5706,4336640417","6080,7154228706","6237,1680680977","6361,7378802185","6382,4723151085","6752,3658332193","7189,0761211737","7773,6064009621","8494,0874115363","9186,7122450036","12571,2540549017","14683,4260807341","19492,7977434434","16663,5301369975","12365,373090718","12130,6738193382","12139,6407470982","12443,7062330671","11755,2840361819","12096,5710994826","12665,8005773035","12042,4298003131","11624,3809163588","9369,4505659595","10284,5205984029","10860,2045644072","11117,0780456695","11482,9373649359","10835,096377194","10969,7818380809","11085,1951332289","11342,2074195449","11459,4583613294","11816,537618243","11925,7831416031","10593,2393655941","10137,5501854716","10098,6011352893","9823,251991831","9788,8791371663","9595,8514899822","9579,3561225694","9041,6736837054","9299,4639883088","8715,4567186262","8449,9397556785","8754,113921851","9060,6619872512","9212,2912737118","9408,0061968899","9508,1482927074","9598,303666486","9569,4543883731",..
"Gambia, The",GMB,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,"422,3526858648","414,0758355963","443,9491430899","444,0259466595","459,2455781834","446,0691317436","433,6303350606","458,9247252783","470,8600410861","513,4145323582","535,3960698495","538,3477359538","556,2106750754","532,5729920078","547,9745255448","547,1285687036","523,8487136668","559,2665527983","556,023683276","528,1602052622","525,0305839404","512,8070059797","511,0273637224","517,7641452353","515,3293187436","513,0501213722","514,0217487963","514,4652901025","501,1104874602","491,5929105719","488,555139793","498,2025206937","501,0824067259","517,7755440654","530,101214288","543,7849954275","509,7213951552","527,5043871044","546,774802945","524,5127687143","513,754355252","515,7719502767","528,3716024518","544,9585644358","562,4825158777","521,6115298915","533,7768430903","542,1318687693","530,317659945","536,412919865","531,918208851",..
Georgia,GEO,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,"1785,3424869932","1898,0509537867","1996,9946337601","2067,1519507084","2145,7522316188","2381,2503484869","2414,827006526","2458,3534158079","2594,7693279494","2798,9141299048","2983,4011828216","3142,5732959146","3336,4824486554","3563,4886600931","3798,0615705145","3938,5327620812","4112,1208386311","4159,0636322852","4300,0248573477","4494,8390481023","4675,7866572853","4255,5622561393","4274,6835382993","4467,710298951","4135,373095372","3524,7787519412","2761,5550558407","1509,8772685599","1059,3104208252","958,8062158646","1010,250679365","1152,0915571575","1297,0231891992","1350,4966875807","1400,1040161184","1436,879496862","1516,8798828287","1610,7072534703","1812,1117621872","1943,5587010807","2158,0945328961","2391,4146466916","2722,1515309288","2821,0807427561","2753,6392659585","2964,4770337309","3220,3913482308","3469,6717011749","3633,7408830453","3851,7234153923","3973,2193483093","4083,9981576471",..
Germany,DEU,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,"19624,7497590296","20202,4337430061","20970,6264326325","21903,4035074806","22089,7489661836","21980,0878897735","23167,0592614971","23996,7729121627","24740,2365269267","25755,6578068766","26064,3893139114","26162,4546274364","26083,9521450124","26563,6449361396","27408,0998134019","28108,8930128788","28738,6826117652","29096,9101849167","30057,941478281","30988,589460293","32337,1010226197","33742,2192171049","34130,852397553","33583,0060357251","34289,1247492873","34782,5686253047","34965,6908864708","35560,2092859448","36258,6744317081","36955,2896071002","37998,4253119991","38577,7256293297","38512,9200411024","38218,3496455934","38673,8881132052","38969,3216980632","40456,8573802769","41831,8670883098","42365,0974955812","40086,1047594417","41785,556912554","44125,3314116503","44259,2599053983","44354,7368865267","45022,5653486423","45412,5568082313","45845,5265423811",..
Ghana,GHA,gdp_pc,GDP per capita (constant 2010 US$),"1053,267218137","1055,3993198967","1064,817896698","1078,5542579542","1071,5919049037","1058,4720011884","990,2258309255","999,5935284107","983,3180690163","1020,4900832306","1093,7154937813","1120,7433626975","1062,0271559846","1061,5143575544","1104,2381906895","944,6240330007","893,8156201479","899,2124742123","959,9224148383","918,3724277172","901,2426062498","844,9855537478","761,1170169557","701,526819602","736,4349636383","749,2781595423","764,8917210924","779,1455770976","800,8508789366","819,1336487066","823,5816727291","843,3715605831","852,0489128322","869,0625747118","873,8969267705","886,476947413","904,3375474666","919,6401951835","940,0353437749","957,9678773559","969,2235553807","982,9326674987","1001,2378617058","1026,3983575181","1056,0003753373","1089,4683208399","1129,2395160777","1147,8665007997","1220,7132668641","1247,4627376721","1312,6075573103","1460,6456645185","1558,4566235716","1633,4940421428","1659,7761448049","1685,9861214401","1707,6616236791",..
Gibraltar,GIB,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,gdp_pc,GDP per capita (constant 2010 US$),"6779,8867829559","7476,2974573407","7545,8572161694","8279,9428073123","8931,2839121288","9724,5722020118","10241,8149619167","10715,5882974665","11355,5742613309","12434,2251126829","13392,3081358857","14379,9007450618","15738,2824730944","16934,8024450683","15786,2695800376","16634,4748313228","17500,3129206643","17782,1208458912","18825,0906239721","19202,0550826147","19143,1241110279","18677,4750732207","18352,4398564881","18049,1837420238","18320,5841977454","18707,5689832413","18742,3160580413","18257,8040269463","18971,6435058095","19590,0677863798","19383,934648323","19746,3821359444","19733,2904130851","19303,6669844654","19591,3995220489","19909,5296030908","20389,3180153866","21198,7906496062","21902,738778458","22489,3159600447","23275,4443060502","24111,4174535329","24965,5940271221","26349,2773362358","27614,4059346282","27698,5106148475","29176,3928664896","30054,8893883805","29874,7434456727","28514,8100942614","26917,7589787254","24495,7111345202","22830,5267787719","22251,2572924131","22565,6804825426","22648,7698813993","22699,0804969922",..
Greenland,GRL,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,"15656,4729016411","17401,3188157864","18055,461814736","19008,827909677","19890,5550639839","19978,734734742","21126,7150112384","23130,1993274423","24621,5604407947","25610,1031611625","27499,3834842896","27248,0986152271","25790,9724005255","26375,3367208026","24724,4610195572","25387,6140366334","27036,990708914","28211,9211584797","29412,2423364339","31087,3204227791","27295,9523444253","27314,1070965508","26011,6277169031","24748,5335683272","26073,0269742062","26899,8020031783","27262,4138468824","27613,4807529028","29702,6890009602","30111,9578470097","32193,0025256533","32514,7599681473","32051,6655893815","31842,2401042381","33899,1253315514","34814,543522518","37394,6156502563","37763,8983912884","39281,0091957183","39870,417443419","40532,5081049667","41147,9676321657","41831,8803722711","40827,7824968375","40629,9625184506","41435,6254349427",..,..
Grenada,GRD,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2945,8793979392","3141,9373975474","3336,8695888505","3302,7284459622","3295,38084983","3338,4420185599","3355,4012080113","3388,5054784474","3538,3964510794","3783,9821663352","4159,9218558625","4340,9083365711","4559,9371208704","4771,7760398927","4829,3143275437","4751,5584307247","4606,0255709804","4632,1984474343","4690,7301027151","4872,6218794808","5100,5116103318","5688,9441017769","6073,9859865509","6359,782714796","6216,9957934808","6414,88500074","7003,1255297616","6938,7382480845","7837,3520946817","7501,8420366496","7936,0414051615","7984,8415246594","7430,5638941235","7365,6666592364","7393,8883063683","7280,3365300739","7421,4785406981","7932,668258737","8406,7748312047","8676,339195599",..
Guam,GUM,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"27723,6367750652","27883,240173408","29604,1479791411","30592,1607999249","29375,276247165","29576,8960380147","30054,2028456599","30111,6816042731","30700,4340081784","30693,1274789777","31257,1569439436","31754,1078606134","32129,515000324","32119,6520805371","32013,7693770213",..
Guatemala,GTM,gdp_pc,GDP per capita (constant 2010 US$),"1461,7633854239","1480,5080393889","1488,8791263838","1584,3495734797","1610,4329718688","1632,6427799858","1673,3474647968","1692,3791099627","1788,4027121199","1820,3747765738","1870,7866669219","1921,0215540256","2005,9893312141","2084,869276688","2159,6968044135","2145,3356607413","2246,0453470405","2361,92288145","2419,7154451146","2472,3541174612","2502,8621581079","2457,3016071642","2312,2340259018","2197,4566633612","2154,7127333662","2090,3407657839","2044,0789680637","2067,3987136169","2098,4475459088","2131,0788004268","2146,5948567393","2173,6299824459","2225,9210637867","2259,7665352164","2296,9312210337","2355,8941156708","2371,3118304263","2420,0269445042","2484,7602484688","2522,8614166488","2554,7815275291","2554,2586188385","2591,3294355891","2594,9261250737","2614,7127902464","2638,2904701962","2717,7634971109","2825,1380987593","2854,0719622843","2806,9804405713","2825,5240695338","2880,4146549813","2903,397848924","2947,9721054778","3007,9002130069","3069,0435184425","3100,2062100504",..
Guinea,GIN,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"552,3226949561","554,4671386226","571,0437352842","571,6986660994","569,7193394404","554,0465508869","539,6185297873","534,8370447442","527,9840053468","529,3748228787","535,2201571684","549,0827897352","558,0285548449","569,2277288721","573,2234545974","583,4247783019","602,395953714","598,6162621064","600,9804153736","606,8744023252","609,3306576208","635,1685465937","646,9687792573","622,9382289642","635,6714852401","655,9234429825","679,5561059687","690,6669921623","699,9640837729","707,3662230395","735,7226674213",..
Guinea-Bissau,GNB,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,"488,4135093362","459,9876930368","479,2583105437","475,1010444734","488,5800679983","520,4649765504","542,2334187607","501,6927368612","566,2920012748","574,6933395881","477,9530947521","555,3182636044","566,0215478213","533,0578373572","566,5189352733","575,2725579916","557,0100852927","559,8058017557","572,1418511887","593,054710197","614,4618830895","630,3106636725","621,8675993725","619,896601123","625,3867890521","639,3642538482","700,0252251728","732,4663824136","517,7829510417","514,146651912","532,267639019","533,4980891804","517,6199491981","509,6569549892","512,4275343274","522,4861550304","522,5094218094","526,8412860299","530,9306421157","535,2809869418","546,721668647","576,0130389519","551,6373771916","554,9116084719","545,8985196313","564,7220842819","582,3740058389",..
Guyana,GUY,gdp_pc,GDP per capita (constant 2010 US$),"1679,5251641209","1706,2043458808","1676,6554101626","1432,3007907474","1556,8295882863","1683,9144862304","1738,2973463052","1782,8302298913","1774,1297707712","1872,0300641719","1926,2526587952","1961,8623952649","1875,0622464121","1877,6779419453","2000,5749536446","2147,0228301186","2156,1419832146","2076,3318635548","2018,4417585028","1965,7450185093","1989,8342494591","2015,5261231453","1750,7639605728","1636,6594626119","1561,8329958007","1609,2426870423","1607,2164379796","1636,5566963885","1590,3335961608","1521,9713325056","1480,4100485952","1566,9409157177","1680,971154311","1806,1275571194","1947,5130335142","2036,7019230241","2195,6207183949","2336,4841491336","2304,3143850169","2381,1503061825","2354,531527542","2410,8304385924","2437,3962773487","2412,9808729668","2493,1424239482","2446,6518948688","2576,7753269319","2764,0595643332","2824,5682248724","2927,3273116408","3044,9491290167","3192,2955443581","3342,9206629145","3487,548010451","3598,2908823038","3683,5031911488","3783,5433275975",..
Haiti,HTI,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"757,0576058909","763,5015336913","766,3173818747","773,421282595","766,9367172303","746,4100001133","732,5522306009","723,6016871663","687,1914112635","688,7029848316","693,2629968656","705,3883416967","700,4833324222","711,2462399614","662,2795181624","688,8433866669","698,7877652367","718,4204651806","728,7803218327","728,063224554","729,2684423618",..
Heavily indebted poor countries (HIPC),HPC,gdp_pc,GDP per capita (constant 2010 US$),"616,5316321774","604,2858368891","630,6868992616","635,6413428003","642,5763684569","653,4514065455","654,4675560962","652,6656315231","654,9868556148","667,574923763","678,8957834539","688,9717627678","682,8232583419","684,2990849888","704,4527703042","700,9669493302","710,0633836821","717,7505679845","716,0389395103","697,7036538494","677,5198262379","686,4531991363","677,3038536101","664,1249617019","654,8494066927","648,184506452","650,1507738958","653,5630989369","643,0164167817","637,7964605278","612,7794386925","600,109980602","578,5986785515","565,400686948","550,4325985453","559,997245486","574,0319853763","582,9506578995","587,4679497587","588,9519499286","588,8458123216","597,0132454826","600,7511768275","610,398858374","626,1275021691","645,9185928967","666,2441336352","691,1160558626","712,5414992952","722,5250868214","742,4718941248","756,016212891","777,7354807384","799,8611466757","821,4656239929","839,4697366151","853,2027852432",..
High income,HIC,gdp_pc,GDP per capita (constant 2010 US$),"11787,7905606653","12167,0912498325","12717,3849987914","13223,4084144082","13908,0978755749","14509,2564288091","15225,0227445619","15758,1394884208","16572,84199163","17348,6057009154","17871,406343818","18386,1851639352","19224,4446274063","20265,251688706","20298,9675374645","20116,6298298483","20971,0526771117","21616,8990190826","22340,3612787368","23073,5678848","23212,3621841348","23481,6321664512","23278,6628885804","23726,3684976495","24640,6770476934","25397,7066884241","26021,9749981611","26722,2660204609","27831,1599796384","28723,5601647732","29426,4256065082","29626,0727823135","30051,6617626148","30211,6135833311","30947,4041886081","31566,6980039049","32280,3979292889","33145,7280605906","33823,6569603035","34714,2862631079","35893,0070766571","36178,7173154514","36494,1165012224","37018,6217589394","37973,0732452238","38743,0729481328","39606,7597059384","40314,8403235087","40108,9253290042","38458,3905473396","39326,9526566883","39857,9623087769","40122,3083383524","40437,2940439274","41016,4461868411","41719,2484816874","42167,4081270942",..
Honduras,HND,gdp_pc,GDP per capita (constant 2010 US$),"1095,9904053332","1085,5659619618","1116,5919919972","1124,7153055622","1152,7010054577","1221,5317195395","1250,5037481626","1287,086773519","1332,1949783564","1301,8862855516","1309,7998826202","1322,4688100977","1357,9145831362","1421,9169186604","1363,0237651782","1350,5643328919","1447,4451709377","1549,2935305805","1652,429853813","1676,8639854703","1636,8473432957","1627,5803931127","1556,6252414449","1496,064498796","1514,6630049155","1531,544110179","1497,5006538974","1541,7971410465","1566,4631580262","1587,4560601401","1543,7191601909","1548,721446277","1589,7282356732","1641,5450785809","1575,2697419779","1594,3570803239","1606,9798443721","1642,1616017131","1645,2881562935","1572,2542157516","1620,0561129736","1622,2081407015","1641,3972027534","1674,3954841008","1736,6928839514","1799,490331733","1874,9534490886","1947,9574340639","1987,9140831206","1900,3825713104","1932,8582899969","1969,3104139845","2013,478306493","2033,3161861923","2059,4749088789","2098,3402305659","2137,8082200945",..
"Hong Kong SAR, China",HKG,gdp_pc,GDP per capita (constant 2010 US$),..,"3380,6204967675","3703,4719647576","4142,288862892","4392,2037428726","4904,742605937","4948,7569507223","4902,6404579291","4962,6974853322","5438,1323799745","5796,1330373351","6086,1848757519","6604,2125726397","7208,8976922598","7153,3094270769","7053,4950438809","8091,3649090082","8910,565187193","9473,4573470448","10006,171923673","10727,3369221941","11448,7592463329","11604,9005906549","12113,0732675739","13190,9121842532","13148,7662351448","14421,7091566008","16190,1732625996","17421,1709631643","17634,2269182938","18250,961853647","19132,3077665695","20155,241830864","21040,534041779","21813,7198883851","21893,6855998259","21835,034100535","22758,29457067","21241,4397679412","21566,936220108","23015,9058780068","22975,0421342543","23252,475293107","24010,507190176","25896,6828387664","27688,7395310834","29446,2629728128","31081,5731918616","31553,6365256147","30711,4946896443","32549,998231121","33888,4863410673","34086,3078526145","35002,5302641216","35717,6892534615","36262,8917600247","36776,2078255772",..
Hungary,HUN,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8852,1150739496","8584,2292204313","8544,5129772991","8808,3819191449","8952,0393697997","8968,6989662266","9286,9587584545","9702,8905671253","10040,5122061827","10490,3503172185","10918,2488056723","11445,1935836058","11919,7688871317","12544,0903718178","13120,6202561212","13647,1523654832","13727,7348269495","13869,4411656877","12974,1441804958","13092,2337567695","13347,5840177081","13196,1533398038","13509,9242469344","14119,070416617","14629,2350325735","14997,2005200975",..
