name,code,series_code,series,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Singapore,SGP,gdp_pc,GDP per capita (constant 2010 US$),"3389,5558328104","3544,8132845866","3693,5587056592","3960,9680559514","3718,6458292513","3905,1019416426","4223,3441706454","4638,5301960617","5180,1038288057","5803,0870406502","6506,9381526407","7160,5122239392","7979,9034849902","8703,7279499344","9113,7406263125","9395,5858357279","9959,1784495678","10557,4226626637","11338,2627635073","12250,6453847958","13308,9911813533","14039,4416897518","14400,3680159759","15428,5448262145","16472,0230125548","16336,5151329596","16569,0530613863","18077,4572215322","19583,4570098416","20953,4182740361","22178,4893943358","22997,7845338278","23898,8977032521","25990,3140287576","27939,6348618883","29008,4995541899","29951,0196044356","31363,408990084","29641,2258279364","31197,6051202269","33390,0584777032","32191,9400902591","33242,9863316237","35233,1344804816","38117,4105337566","40020,2601607487","42223,8913630418","44191,2380925911","42650,1020802336","41133,2998100586","46569,6795060716","48447,6805765914","49103,7087817268","50731,2969399816","51865,7179867902","52244,5864920023","52600,6412258486",..
Sint Maarten (Dutch part),SXM,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7675,5878119739","7791,7264317158","8242,6995872055","8698,8683814824","9267,0270255982","9811,1767687215","10191,1052592976","10159,832694037","10296,7141833785","10657,6884748107","11143,7638880579","11755,3477987032","12376,0620305921","13210,2692544755","14326,2598754004","15868,8044098402","16747,8147334138","15818,5639472363","16600,6135880385","17046,6079365725","17299,6293337653","17538,6488294979","18003,540337681","18678,9349990608","19275,0867559485",..
Slovenia,SVN,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"15062,8179447925","15602,2228975631","16422,2455127796","16998,8570898619","17882,658654161","18570,6960677631","19088,3262156659","19796,0670927634","20346,41581914","21218,2521512652","22029,4303476271","23201,2579079271","24673,4446856832","25447,4258986805","23252,0969978534","23437,4720211387","23540,7146228343","22864,2050796907","22574,7091033069","23224,401061341","23731,1672755043","24460,3979007776",..
Small states,SST,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7023,2883827913","7172,6482828284","7265,9276774882","7470,9360102908","7635,7602710219","7844,9035615813","8076,7600065276","8577,0566062078","8862,4743094165","9540,4732823503","10146,01977262","10547,0456371602","10426,198113198","10945,6963542305","11432,2982068698","11581,2968049285","11702,7740440895","11818,2471434374","11857,825605224","11856,5089363162",..
Solomon Islands,SLB,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1279,4422637167","1318,5748049242","1444,4766356503","1459,8698329089","1549,4956331479","1630,2382312271","1610,480500769","1543,5211658601","1528,0392382928","1479,4044464898","1234,2992029274","1105,6887428613","1046,5588385137","1085,8778822239","1110,3506790597","1141,7449732517","1191,7960511273","1249,1496862833","1307,1767691443","1217,3777730923","1272,448025106","1405,469625682","1439,1896078403","1451,048353468","1442,2325537459","1465,5884779769","1479,3432030439",..
Somalia,SOM,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,gdp_pc,GDP per capita (constant 2010 US$),"4527,2516274917","4579,6350869881","4735,4742224088","4950,7577201093","5202,4301487919","5374,4197481195","5463,8685976131","5701,4130465381","5779,8099685329","5889,6782970259","6030,6564443148","6116,4138565634","6046,3193296653","6149,2020965096","6348,5832040047","6285,5804862719","6261,7061414901","6098,7387653945","6126,9889855348","6201,6823924795","6447,0943384182","6620,850835574","6427,6230118303","6150,0415368495","6305,9161142365","6084,2527955037","5951,1990353989","5948,6182940841","6070,9012002678","6085,9493240303","5934,224116152","5739,7333121794","5485,4411271779","5423,5879502245","5474,1969298542","5528,1694714763","5657,3279103766","5706,1748039217","5643,2614851174","5688,3085121265","5837,8851784116","5912,6701207395","6045,9631879906","6142,940311872","6343,0297472784","6599,3565247271","6892,3624126902","7185,7529988788","7337,8401737561","7145,7841228347","7275,3821119364","7416,7161853158","7475,7762225883","7552,2606708214","7571,8759848925","7565,9508893343","7488,9902438603",..
South Asia,SAS,gdp_pc,GDP per capita (constant 2010 US$),"311,7615132151","317,9007226271","321,5805803273","331,5968681314","349,4271552426","338,5565492619","334,4637869632","347,8770919689","355,0441145427","367,5564813833","379,859506345","374,1730080414","359,8682357556","364,9704759296","364,7450515694","382,2246141852","382,4375112172","397,4097903174","411,5562623843","389,8696847492","405,4420020817","421,0826560804","426,733565225","444,9011153619","452,6936415217","466,1965234499","477,5114862846","486,2675738243","516,0478343093","532,2172644934","548,8386311613","547,3042506732","566,3068341153","578,8288959736","601,2328740875","630,0105483987","659,8253338636","671,548207469","695,6137510658","735,5816590107","751,5355618963","769,7662546436","784,2187713656","826,4412146532","873,7136520231","934,8259361723","999,8500279476","1073,2552744651","1098,3397063759","1164,7794411847","1252,2279621612","1312,7828455691","1366,3718080957","1429,9960382538","1511,0292780096","1603,2868800719","1691,1658449913",..
South Asia (IDA & IBRD),TSA,gdp_pc,GDP per capita (constant 2010 US$),"311,7615132151","317,9007226271","321,5805803273","331,5968681314","349,4271552426","338,5565492619","334,4637869632","347,8770919689","355,0441145427","367,5564813833","379,859506345","374,1730080414","359,8682357556","364,9704759296","364,7450515694","382,2246141852","382,4375112172","397,4097903174","411,5562623843","389,8696847492","405,4420020817","421,0826560804","426,733565225","444,9011153619","452,6936415217","466,1965234499","477,5114862846","486,2675738243","516,0478343093","532,2172644934","548,8386311613","547,3042506732","566,3068341153","578,8288959736","601,2328740875","630,0105483987","659,8253338636","671,548207469","695,6137510658","735,5816590107","751,5355618963","769,7662546436","784,2187713656","826,4412146532","873,7136520231","934,8259361723","999,8500279476","1073,2552744651","1098,3397063759","1164,7794411847","1252,2279621612","1312,7828455691","1366,3718080957","1429,9960382538","1511,0292780096","1603,2868800719","1691,1658449913",..
South Sudan,SSD,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1532,1843569043","1541,6086440479","1562,2393456983","1435,3305787529","747,4741483839","818,4383602541","820,1140104506","745,3399564946",..,..
Spain,ESP,gdp_pc,GDP per capita (constant 2010 US$),"7359,9677893915","8155,1745418389","8884,7748093048","9652,3743060407","10064,2648062065","10578,1091452389","11229,0261865849","11573,0977644596","12176,3075593896","13130,8184215255","13542,9637099591","14002,8728529629","14977,7799033755","15966,9163340177","16680,8080703511","16590,8824112998","16958,8304429591","17261,6569978345","17346,3648377351","17201,2576255766","17440,5813769605","17294,1001121271","17404,8531023933","17626,8545529956","17867,0904536737","18215,7362037429","18752,2405339532","19741,1892291472","20702,9191827874","21668,2580500099","22464,7329153987","22978,1250190017","23078,3360923639","22722,1546792394","23153,1727955438","23686,843485455","24219,3275848937","25007,8943666805","25977,0009830159","27032,2207139117","28335,001833327","29264,8814529131","29685,3639494669","30082,6264787606","30504,3574306103","31110,0141282392","31865,3691666632","32459,9173758671","32303,2414806061","30874,126012677","30736,6278530812","30321,7048688993","29414,8569207405","29008,0209838975","29496,378933678","30532,4499736572","31505,2929758767",..
Sri Lanka,LKA,gdp_pc,GDP per capita (constant 2010 US$),..,"585,9078762867","594,1440916994","594,9966382802","603,85448864","604,6376435007","619,9561381472","644,1971385374","665,5840598896","700,6667749843","711,8384143375","706,3153452389","689,6513746069","724,4048720972","738,341114755","769,1512990826","780,1891345918","805,0205395013","835,3130510825","873,463284983","909,323309605","946,2024027287","970,8254818109","1003,049038495","1039,3513149595","1075,9090895721","1106,8374223719","1110,0277346126","1121,692511164","1132,1582600766","1189,3932919795","1229,215377925","1268,7607627256","1342,0883752045","1403,9497389602","1469,0918643675","1514,5417461015","1602,4495499481","1669,229426362","1731,8386871535","1824,7210719651","1784,0671784842","1840,5673899609","1934,0710015927","2022,8303590988","2132,3573189652","2278,8792898081","2416,4932655117","2542,9424239322","2615,9826951041","2808,4341846752","3026,992070094","3286,007721906","3371,1827158038","3506,7318278257","3642,206901402","3759,2296389769",..
St. Kitts and Nevis,KNA,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4049,7396407983","4250,2492819688","4593,7838622416","5002,5848238473","5086,4973333988","5136,1974554021","5227,0804020377","5711,0614083297","6244,5111280075","6957,7368498482","7461,4233471846","8231,4473862329","8737,6972636308","9169,0822420705","8932,9389279386","9236,6514285406","9769,1599180141","10160,2542731917","10614,9899335318","11114,8983137404","11753,2449000125","11550,7342529659","11807,0545642138","12911,3143439446","13434,3742833925","13588,9180241425","12913,5326742404","13193,8111961107","14162,1545757383","14243,26741895","14054,4723020614","14775,8220728387","14173,5787411372","13704,2544536956","13881,6057761613","13644,7539633234","14335,88509388","15029,6165351856","15469,2131664746","15657,2242835482",..
St. Lucia,LCA,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3303,2687108674","3613,6738895261","3691,9406872224","3552,3282509784","3727,6887872029","3750,2182183512","3877,1130265359","4116,5736996676","4403,903739092","4984,510675888","5092,0304610176","5709,7099169261","6124,3384357382","6493,0886265494","6425,9372699591","6855,5819249433","6798,2572434221","6826,6608238262","6857,6691302996","6963,5596555124","6810,473976859","7145,3311650915","7242,2715152037","7144,882588603","6808,901947261","6774,6171244948","7039,8837554557","7518,6515781115","7415,0211423171","7840,6031167512","7906,6995867305","8221,7721316975","8070,1143318043","8007,6964842929","8220,7936571432","8119,6780336505","8095,1400033982","7987,5261104867","8113,5312457704","8151,6341601465",..
St. Martin (French part),MAF,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,gdp_pc,GDP per capita (constant 2010 US$),"1752,4705742349","1805,2053528955","1847,9574418099","1712,3990462716","1756,4162490809","1753,3885489299","1735,482615696","1554,4671529452","1639,2723950866","1669,1600642993","1829,3975572961","1863,3418672105","2318,7296472961","2038,0872295355","1837,6631222723","1679,3192932259","1833,8237870291","2054,9934788388","2233,4055405848","2286,7707970096","2321,3135718509","2407,4834159903","2494,9493745095","2529,730351616","2676,6787529451","2822,0476370995","2959,6781653079","2953,0498344867","3348,4316110777","3378,1032996497","3504,5140063838","3534,157908908","3752,9557908196","3909,273369761","3859,1749171648","4159,2022583806","4214,5684461255","4365,1914912484","4547,1576093774","4672,2456184241","4747,9585552454","4825,0961379721","5122,7067818547","5506,2455941216","5724,0594816931","5856,4940593744","6297,3231955141","6189,7693647686","6595,3052637518","6451,6649551991","6231,7702324746","6204,1615843299","6290,5668182898","6406,2967725788","6483,3166509126","6566,0921550776","6676,6153428162",..
Sub-Saharan Africa,SSF,gdp_pc,GDP per capita (constant 2010 US$),"1085,7149640444","1076,4770875334","1112,6099746498","1154,5804112757","1187,5910922353","1216,3345988787","1205,5949740676","1171,1798696851","1176,5696283246","1249,0519656336","1336,82739801","1399,0376668131","1398,6475301438","1420,7931004125","1491,8163809945","1450,9241491168","1485,3845666711","1478,4555356183","1433,9985685728","1450,0567572541","1465,5828875223","1422,6298108945","1385,9126810065","1327,3779013513","1317,7255661494","1309,3847628744","1267,6536973642","1233,2017810762","1251,8551119953","1257,1591450475","1252,0052028179","1218,446929939","1168,4800567262","1136,3276845903","1127,0550677267","1132,369539511","1160,417442811","1171,3159060111","1169,2956828169","1163,761432421","1174,1587314038","1188,6144012878","1191,9504993806","1217,2970419073","1323,8673973367","1360,0999125302","1417,4023532853","1477,9105382365","1515,7822722442","1517,4838525429","1556,2566740987","1580,2652235811","1595,6311890999","1627,8026878662","1657,5972260547","1662,4802815758","1638,5069324921",..
Sub-Saharan Africa (excluding high income),SSA,gdp_pc,GDP per capita (constant 2010 US$),"1085,4291755116","1076,2317365952","1112,3431207221","1154,2819059755","1187,2810218819","1216,0554373184","1205,2431508008","1170,831987782","1176,1901327939","1248,7105036169","1336,4678823497","1398,5998427158","1398,1798449188","1420,2758172609","1491,3291266084","1450,4211756919","1484,7713191055","1477,9275690672","1433,2890767629","1449,2101989995","1464,8206163901","1421,9744151023","1385,2822184675","1326,7703072847","1317,0972449342","1308,677697318","1266,9630264012","1232,4942923569","1251,1236933135","1256,3496145521","1251,1504823716","1217,585472639","1167,5638093648","1135,3701269498","1126,1348045574","1131,4855531575","1159,5131775266","1170,3150410842","1168,2289498801","1162,7025190145","1173,1124009819","1187,6241348185","1190,9775858591","1216,4159958177","1323,0507324029","1359,2246183379","1416,4656431845","1476,8951234785","1514,8269515077","1516,5670562322","1555,3107322293","1579,2582934432","1594,5797026732","1626,7144728326","1656,5033053122","1661,3768680743","1637,3771502743",..
Sub-Saharan Africa (IDA & IBRD countries),TSS,gdp_pc,GDP per capita (constant 2010 US$),"1085,7149640444","1076,4770875334","1112,6099746498","1154,5804112757","1187,5910922353","1216,3345988787","1205,5949740676","1171,1798696851","1176,5696283246","1249,0519656336","1336,82739801","1399,0376668131","1398,6475301438","1420,7931004125","1491,8163809945","1450,9241491168","1485,3845666711","1478,4555356183","1433,9985685728","1450,0567572541","1465,5828875223","1422,6298108945","1385,9126810065","1327,3779013513","1317,7255661494","1309,3847628744","1267,6536973642","1233,2017810762","1251,8551119953","1257,1591450475","1252,0052028179","1218,446929939","1168,4800567262","1136,3276845903","1127,0550677267","1132,369539511","1160,417442811","1171,3159060111","1169,2956828169","1163,761432421","1174,1587314038","1188,6144012878","1191,9504993806","1217,2970419073","1323,8673973367","1360,0999125302","1417,4023532853","1477,9105382365","1515,7822722442","1517,4838525429","1556,2566740987","1580,2652235811","1595,6311890999","1627,8026878662","1657,5972260547","1662,4802815758","1638,5069324921",..
Sudan,SDN,gdp_pc,GDP per capita (constant 2010 US$),"887,7941084587","864,8512446503","900,1610840211","850,9931895531","818,4630545054","849,7016980702","796,2794339466","784,5878587457","776,8941368039","764,7021820557","786,1383274146","779,926087959","718,1892466432","700,7835596506","756,8324265588","848,1040554101","957,682019079","984,251207945","895,4876030539","822,3590020389","807,0409002773","837,9100284748","857,9448150416","846,6539273679","778,6530447975","707,7523569171","724,8887635477","805,6606053234","782,1449180084","830,2213850476","764,7315087128","801,0605187149","831,7915787141","847,2767327499","833,4175738625","860,0040075115","886,4757557072","953,554863707","967,4051346997","969,9569508868","1003,0020495666","1038,5814332335","1074,6392972056","1125,7643992986","1137,5630770003","1189,9609881691","1275,2620271475","1385,4100274142","1455,3183739362","1464,2545998598","1476,4780865784","1592,9643998238","1797,1060749826","1832,3137765714","1837,1383622111","1881,895263334","1923,9953219926",..
Suriname,SUR,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7611,1237239914","7365,4468667112","8115,9219775915","8723,8240801146","8182,9449751226","7743,327251299","7751,3547824546","7580,2426938657","7324,1086177728","6992,9736419532","6792,6570559883","6458,0001084722","5445,2610647217","5805,8559869193","6314,8699503551","6160,9459753871","6214,2485501247","6091,0204179962","5553,5599164712","5642,08046832","5617,9857557901","5609,7806300623","5854,5969420697","5873,9537723884","5754,9226550637","5685,3873500137","5877,6804265163","6063,1031894228","6357,9035467359","6871,8393339501","7109,3693026837","7304,0416716543","7596,0799694969","7827,2315817659","7978,3882830321","8303,3133200977","8698,3021013241","8841,0440146607","9008,7562462377","8942,9607770558","8627,527234329","8108,236644532",..
Swaziland,SWZ,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,"1186,002628993","1311,1272865358","1342,3654634363","1420,3256908349","1457,1274379596","1609,9933482765","1528,0223150709","1496,0220881135","1469,2935857953","1468,9139182065","1602,4266663264","1784,1048572183","1754,3079078616","1723,936618444","1771,8740566967","1773,5791643432","1912,0295521203","2098,5270831033","2142,1051294831","2325,0683421469","2720,029525355","2692,1217108439","2716,3707859271","2746,2131637156","2759,1426659106","2835,0390524762","2881,0751678594","2904,6955848933","2916,3890772374","2946,110668019","2953,2323032543","2952,508373425","3059,013874335","3158,8260980607","3250,3992173378","3411,6733404333","3568,8572764979","3668,4807335496","3633,3155889076","3622,1120004461","3690,2392284796","3704,1406577887","3807,741321364","3977,9764266223","3980,7744480689","3923,8896801694","3906,2618779126",..
Sweden,SWE,gdp_pc,GDP per capita (constant 2010 US$),"18142,8758760383","19083,5589699955","19786,8515302223","20723,9378430188","21972,8346984935","22598,6662618917","22852,6711648883","23441,2378890844","24157,9402168968","25190,5195619949","26464,3357352502","26531,1409419334","27058,2938433931","28083,5142055393","28897,7071799132","29517,9251600422","29721,9643071145","29143,8343058864","29568,0909370388","30636,5775329073","31094,2062441646","31198,1967171435","31569,6971614049","32155,1619433073","33484,7345724831","34151,6748422691","34989,337776183","36042,3586041653","36795,197174584","37520,868834226","37513,0798044986","36831,2738899123","36191,6508145688","35238,7939685689","36419,4585694427","37686,8252706154","38198,0195514511","39283,4455529102","40921,1524598837","42741,6228641137","44693,7365969156","45270,7810701848","46059,3667851558","46983,077264445","48820,6060879469","49996,1752158939","52046,4815086322","53421,0202381409","52711,1982655892","49554,3434279723","52076,2559134864","53061,5685724421","52519,6804369032","52722,9122969923","53561,8921209333","55395,05870784","56473,022779491",..
Switzerland,CHE,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"54891,4347128977","55466,1635238677","54420,9719274919","54534,4260932743","55973,701105354","57774,3443389052","58542,7118143479","59098,5183758063","60588,5971731451","62703,5287956167","64343,5184247218","62962,3913544145","62244,7969707644","61602,7901234966","61889,665951548","61773,0963017187","61833,0071108105","63127,7396709474","64822,2941511056","65607,209255377","67807,9268085504","68264,5262603737","67860,244831941","67385,2976654941","68781,6125911663","70471,4385201236","72823,8372576833","75143,7022153819","75793,6330408041","73189,1925497185","74605,7210207051","75029,7578191806","74984,1371186098","75499,7067438104","76410,8566589945","76472,4594877065","76691,1168436405",..
Syrian Arab Republic,SYR,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1374,2558283697","1376,9908660494","1316,4653656034","1452,3339861804","1318,7239671145","1277,5868960709","1161,1690192615","809,1095793772","665,3956043322","515,7633678761","445,1562470901","365,4377265047","366,3429599554","380,1595795491","388,217219658","413,5864407488","447,7821782025","486,8654599753","529,8052126376","572,5390397219","598,3022297686","626,7972215079","661,3441880404","698,230224102","708,9453451176","738,34752266","775,2992963046","814,7750688194","855,5135416519","892,6400458017","925,6216383869","968,3856025646",..
Tanzania,TZA,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"473,7025502838","476,6045979355","494,2025015281","488,0767156069","474,6445962982","464,5330542103","456,8931242949","459,1749729928","466,8130068329","470,722367744","475,9287092443","486,4109310521","497,2041798629","512,968270201","534,6966522926","555,4960362189","581,7724109461","610,8223260558","620,0597093287","651,9036580683","666,8132395768","680,8061303085","701,604550062","733,6707989693","747,6644525586","777,4036313803","806,1500784549","835,9709458766","867,0586506551",..
Thailand,THA,gdp_pc,GDP per capita (constant 2010 US$),"570,8570399481","583,8429649324","609,4463830952","638,740657672","662,1702680773","695,1539802725","749,7077166443","790,450625091","829,7821522453","858,5753006195","929,0816322564","946,8396281246","959,620180271","1028,8013601228","1046,2382968985","1070,3424112165","1141,8011515984","1225,1328416251","1321,300215868","1362,6132049789","1403,6809320265","1457,3107128666","1506,3279608537","1561,3318938917","1621,3631909871","1666,2805506204","1726,801607747","1857,2536363314","2067,7263492033","2283,0896495592","2502,71271791","2684,8452313224","2872,7978718501","3081,7530354913","3297,8677935288","3530,2939849308","3688,9342034806","3545,3880610431","3235,7322429727","3345,1560154562","3458,0539314162","3544,2083435956","3731,0271070604","3969,4155657394","4190,0322756979","4337,2633567905","4525,1592817616","4744,3332273973","4800,8105371019","4743,6904717103","5075,3021763953","5093,5805003441","5437,237091632","5561,2915329494","5589,6987322749","5733,9214472682","5901,8841230531",..
Timor-Leste,TLS,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"602,9541314307","684,8561029647","617,5465579948","580,587111761","565,3457977472","584,5330522529","538,6924451506","591,116114942","666,6777273076","743,7555694506","806,0627744818","853,1526292144","876,4486075594","878,5622001502","893,8715429121","909,2539478567","939,8016790007",..
Togo,TGO,gdp_pc,GDP per capita (constant 2010 US$),"349,0495545399","387,3569051297","398,1786267801","413,2159040846","463,6362206461","520,726760168","548,7179188545","553,4985196553","554,3159719782","587,4451163872","579,3234940743","560,7324448296","586,8632877419","594,6311440415","609,2760483603","610,2088342316","584,5917663895","611,8400913999","664,1513407433","614,0110773596","683,3489005084","639,2669766872","594,5816792015","541,7309632661","551,068271419","561,5205472297","551,6026727569","536,8526358013","555,2746411415","561,4477264612","545,2060964031","528,0957477072","495,4533908642","411,1814401455","461,5770316625","484,9355029256","512,8798386205","568,9841883242","538,7340444768","535,3224542731","515,6697724372","493,2483011809","475,6991967366","486,3091914711","483,7654654427","476,6715475334","482,8596362822","480,7759077635","478,3617755177","481,9602780063","487,9238912664","498,2428979603","508,5400419725","514,9449659884","531,1561022035","544,898506287","558,1187231949",..
Tonga,TON,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2204,636514595","2303,5441594674","2346,8798618088","2385,9476682009","2539,4254421028","2587,9386085411","2658,4562256703","2600,6297798612","2603,5641988951","2544,3411903797","2702,4469541229","2704,6323589727","2801,3911923408","2934,3323717861","3035,5539370429","3026,633814684","3011,5262849583","3080,3470018998","3184,9651620674","3275,8121110332","3375,593855811","3470,8332378108","3522,5319414851","3488,5829896944","3521,507097338","3470,64655492","3304,3606967858","3385,348107395","3442,8721531138","3548,0683985325","3631,5432709087","3650,81925128","3524,2320730349","3581,8366119519","3694,4624087543","3792,2901489116",..
Trinidad and Tobago,TTO,gdp_pc,GDP per capita (constant 2010 US$),"5039,0875731459","5634,3294928048","5692,3947286646","5926,9335217386","6303,5793155523","6283,7195151327","6485,4285734195","6574,9667562339","6876,5752422498","7016,2951762533","7201,6805605397","7197,6780170095","7516,4686603989","7533,2632751346","7706,6792543838","7708,9579728074","8089,4192347788","8707,5881389604","9449,3236837781","9651,314910073","9406,7702099226","9649,9741301959","9856,1646201049","8699,4183370525","8078,3808636722","7644,682419252","7311,8506780677","6912,9595437154","6588,9614405948","6487,4591445112","6540,7142705952","6672,4157745568","6522,3100263153","6391,7669557454","6588,3957966323","6869,4981205842","7339,932246846","7877,6185696949","8505,0654027417","9171,3604272814","9779,496344113","10151,9609604185","10910,8978233392","12426,1491069149","13346,5923771546","14105,3413149066","15892,2872403853","16570,0690409323","17052,2593805911","16226,5131072686","16683,9457843568","16551,4864483809","16680,6804404745","17038,7870169178","16862,5500676216","16695,9812356453","16259,0416707916",..
Tunisia,TUN,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,"1113,1928243981","1128,5767885652","1106,6990179359","1195,5230898773","1224,9661385789","1254,2347028219","1356,580819669","1562,5803332112","1518,5168554331","1605,0822356049","1681,6916959113","1773,5792930344","1792,7730906943","1864,1443908609","1938,4542367621","2028,980086361","2083,0100829347","2014,5703256598","2049,1191467924","2106,8626657127","2166,9135754887","2082,1309195095","2168,9535122171","2121,1036546978","2110,0429728219","2227,4705559286","2263,6084516266","2387,6709968405","2389,5009536215","2418,18369669","2432,3125112664","2566,1285873555","2668,8105534408","2762,5542945612","2897,983685368","3004,610765488","3091,102767932","3107,0206443139","3228,463834133","3403,1052342983","3492,1659443377","3641,5433964391","3847,4069742414","3968,3525556149","4044,6296885215","4140,1517698059","4014,9167932898","4127,4007767043","4196,7524942858","4265,1455690535","4264,5160359112","4265,3719881131",..
Turkey,TUR,gdp_pc,GDP per capita (constant 2010 US$),"3174,9424983164","3134,6774382198","3230,5972858669","3440,1480864686","3542,4329838851","3556,7548263591","3862,7171826104","3950,7932401032","4119,8288148414","4187,3705985853","4221,0216860958","4350,6700116148","4563,0326737382","4600,6019776584","4744,2946633999","4967,2433450537","5362,3237738344","5421,0740415013","5380,6019254522","5228,3680606058","4986,5254498974","5111,0347535633","5173,8921215581","5310,1701032217","5544,0241778994","5659,2177880383","5935,8851295709","6375,2687913405","6403,8165580592","6308,634730553","6774,4067501058","6708,8812674179","6931,9004060573","7343,093527689","6889,5940514194","7315,1764315255","7731,1749847164","8186,2414894473","8244,4966265909","7842,5938624736","8237,3421579095","7631,4031830935","8003,4793936022","8331,7578918859","9009,5945249067","9691,8159457902","10251,0454642528","10637,7191138148","10599,2881843679","9973,3405685518","10672,0548208629","11683,2264189985","12052,3300778697","12865,6790212764","13312,024434461","13898,2990974066","14116,9800575831",..
Turkmenistan,TKM,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2789,781870447","3020,5686450929","2817,8567514479","3713,3561742193","3443,981623358","2845,4580584417","2808,2485280756","2263,5563451139","2054,2824895235","2151,2725638842","1876,3677618897","1983,0154361721","2282,9759223841","2381,1757296552","2458,5076800031","2440,2773455091","2495,2883565918","2593,515253816","2900,1225541333","3181,0737942716","3489,3300616397","3949,0482336565","4129,5435307691","4439,2030002176","5006,2962321037","5462,9805487397","5909,7710429678","6399,2706617558","6693,9356100652","6986,8559463882",..
Turks and Caicos Islands,TCA,gdp_pc,GDP per capita (constant 2010 US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
